id,keyword,phonetic_code
5874,fishing-hook,F252
2603,iraq,I62
1223,consummate-marriage,C5253
2425,katana-sword,K3526
4225,blood-cancer,B4325
4577,vegetarian,V2365
731,soldier,S436
4900,advertising,A3163
362,roller-skating,R4623
2060,resisting-arrest,R2352
5698,carousel-horse,C6246
3797,gregorian-chant,G6265
5574,unwed-mother,U5353
4122,painting-house,P5352
3512,dowager,D26
2637,revelation,R1435
1747,one-day,O53
4275,mother-son-estrangement,M3625
5691,uncle-niece-incest,U5245
4221,webmaster,W1523
4172,rifle-range,R1465
4770,entrapment,E5361
5987,animal-shelter,A5424
2584,loss-of-job,L2121
5427,reformed-alcoholic,R1653
2597,special-education,S1243
1106,fundamentalism,F5353
5900,heavy-rain,H165
106,sexy-agent,S253
2448,bad-taste,B323
2635,news-reporter,N2616
4003,sweeping-floor,S1521
5905,river-pirate,R1616
3885,folding-laundry,F4352
471,wind-power,W5316
2779,deranged-woman,D6523
1902,passionate-kiss,P2532
3279,sneak,S52
5627,weather-forecast,W3616
5936,hiding-in-a-tree,H3525
412,terrorist,T623
5448,based-on-british-tv-series,B2351
646,phone-number-in-title,P5165
2927,choice,C2
4705,morphine,M615
2090,hole-shot-in-water-barrel,H4235
5401,murder-by-auto,M6361
3567,ego,E2
3927,dread,D63
643,dream,D65
688,child's-point-of-view,C4321
3920,urine,U65
5798,braided-hair,B636
5080,serial-burglar,S6416
65,money-in-title,M534
415,blond-in-bath,B4535
1145,cable-television,C1434
55,food,F3
1397,cupcake,C12
2278,drunken-woman,D6525
1221,vomit,V53
5977,foot,F3
5834,west-germany,W2326
4939,shakespeare's-a-midsummer-night's-dream,S2162
1595,terrorism,T625
1170,down-blouse,D5142
3235,erection,E6235
5087,croupier,C616
4681,pool-table,P4314
70,new-york-city,N623
3105,golf-club,G4124
1405,odd-couple,O3214
3942,fairy,F6
5757,trailer,T646
2540,hardcore-music,H6326
349,mockumentary,M2536
4999,death-in-bathtub,D3513
4787,ballistics,B4232
4092,out-of-breath,O3163
605,champagne-breakfast,C5125
5158,clothes-obsession,C4321
725,nativity-scene,N3132
5270,vertigo,V632
2371,professional-sports,P6125
2910,atm-card,A3526
2224,live-television,L1341
3514,gardener,G6356
1062,solving-crime,S4152
4800,impertinence,I5163
5931,dirt,D63
1445,dung,D52
707,pub,P1
5261,heroin,H65
358,show-business,S1252
1446,falling-on-one's-face,F4525
5673,binoculars,B5246
3431,women's-prison,W5216
1809,airport,A6163
148,unaired-episode,U5631
4816,intelligence-agency,I5342
3320,high-school-friends,H2416
3289,apocalypse,A1241
3896,pet-cat,P323
3836,dead-woman,D35
5848,tv-commercial,T1256
3952,reading-a-book,R3521
4267,toy-moves-by-itself,T5121
863,emperor-diocletian,E5163
585,horse,H62
5422,holistic-medicine,H4232
4674,bludgeoned-to-death,B4325
19,gay-joke,G2
1521,french-politics,F6521
1427,talking-to-a-horse,T4252
1164,banana,B5
1466,missed-opportunity,M2316
5908,trapped,T613
3272,boredom,B635
2826,racetrack,R2362
2885,first-kiss,F6232
39,gay-man,G5
1271,evil-mother-in-law,E1453
151,bride,B63
1867,aerial-shot,A6423
3005,handmade-gift,H5353
5138,phobia,P1
5187,macaw,M2
5629,weather-map,W3651
5454,historical-fiction,H2362
2020,gunsmith,G5253
3573,lie,L
2550,cherokee,C62
3855,trance,T652
555,cave,C1
3028,scotland,S2345
4775,board-of-directors,B6313
378,child-in-coma,C4352
3839,drug-abuser,D6212
5000,detective-sergeant,D3231
1304,baseball-game,B2142
4060,channeling,C5452
4699,flower-club,F4624
2502,tonga,T52
1551,newsmagazine,N2525
462,drawing,D652
2561,physics,P2
5917,perseverance,P6216
4334,college-student,C4235
4977,domestic-abuse,D5232
5802,loss-of-sister,L2123
1616,cowgirl,C264
708,stalker,S3426
1573,transgender-child,T6525
1118,justice,J232
4560,scooter,S236
1053,paranoia,P65
3618,striptease,S3613
2239,tv-station,T1235
2765,hamilton-ontario-canada,H5435
1335,boston-red-sox,B2356
2195,religious-prejudice,R4216
4287,stepfather-stepson-relationship,S3136
1208,doting-mother,D3525
5594,famous,F52
4603,international,I5365
1947,bank-robbery,B5261
1400,female-friendship,F5416
5060,new-partner,N1635
818,charles-darwin,C6423
4654,gloves,G412
5646,angel-on-earth,A5245
1903,poisoned,P253
3912,towel-covered-head,T4216
853,patriotism,P3632
4569,queen-mary,Q56
3230,star-died-during-filming,S3636
1756,semiautomatic-pistol,S5353
468,culture,C436
3580,schizophrenia,S2165
2394,portrait,P6363
1152,flat-screen-television,F4326
693,snow-fight,S5123
5779,medical-profession,M3241
306,untimely-sneeze,U5354
1871,fire-axe,F62
962,long-title,L5234
4587,girls'-school,G6424
3634,zipper,Z16
5730,presidential-son,P6235
2694,secret-life,S2634
3255,fiance,F52
4749,rich-woman,R25
1471,sexual-tension,S2435
3195,fishing-rod,F2526
4214,mausoleum,M245
3907,stuffed-toy-bear,S3131
1885,shot-in-the-leg,S3534
1981,prison-escape,P6252
3888,imaginary-playmate,I5256
1963,counterfeit-plates,C5361
3914,toy-dinosaur,T3526
5794,stepfamily,S3154
1235,promiscuous-past,P6521
2189,imam,I5
1630,collectible,C4231
3367,dialogue,D42
5015,oil-of-cloves,O4124
5513,mariner-10-mission,M6565
1290,folklore,F4246
1536,spy-hero,S16
2988,child-abuse,C4312
2115,miami-florida,M5146
1986,governor,G1656
4001,rope,R1
1869,bikini,B25
4427,monster-in-the-closet,M5236
1720,counter-espionage,C5362
1592,colorado-rockies,C4636
5381,hoax,H2
2580,disaster-relief,D2364
382,female-nudity,F5453
1113,boarding-school,B6352
5639,sex-education,S2323
1436,flash-mob,F4251
5778,the-human-body,T513
4985,stolen-goods,S3452
114,woman-in-lingerie,W5452
3969,hallway,H4
5958,ship-in-a-bottle,S1513
1260,reference-to-phil-collins,R1652
5283,overweight,O1623
4941,shakespeare's-king-lear,S2162
2942,cleaning,C452
1080,baby-girl,B1264
3738,ghost-in-photograph,G2351
4207,database,D312
1088,poland,P453
2761,attempted-rape,A3513
3141,pet-lizard,P3426
1142,truth-or-dare,T6363
4724,ambassador,A5123
5023,shoe-repair-shop,S6162
4497,war-veteran,W6136
5174,black-mamba,B4251
684,stray-dog,S3632
4197,taiwan,T5
3901,praying,P652
5892,1800s,S
5632,weather-report,W3616
2353,fiancee,F52
1941,cemetery,C536
1464,giving-up,G1521
4902,one-liner,O5456
614,reference-to-nelson-mandela,R1652
279,drinking-beer,D6525
847,game,G5
3926,dish-drainer,D2365
5074,missing-child,M2524
5950,signal,S254
3876,day-care,D26
259,sofa,S1
1026,sleigh,S42
2245,sketch,S232
4803,stock-broker,S3216
4097,real-estate-agent,R4232
4913,santiago-de-chile,S5323
4762,fencing-lesson,F5252
1197,fear-of-commitment,F6125
1702,falling-off-a-ladder,F4521
2418,live-music,L152
5748,career-planning,C6145
4388,18th-century,T2536
4964,slapstick,S4123
632,sarajevo,S621
5613,flogging,F4252
168,male-flight-attendant,M4142
3765,dream-sequence,D6525
123,canadian-humor,C5356
1560,doctor's-office,D2362
2845,faith,F3
5150,kicked-in-the-face,K2353
1664,congressman,C5262
3603,silence,S452
5238,broken-window,B6253
4337,gang-shooting,G5235
252,newlywed-couple,N4321
3434,female-rear-nudity,F5465
4548,stamford-connecticut,S3516
3929,faucet-turns-off-by-itself,F2365
3572,kamikaze,K52
4105,town-hall,T54
3473,art-deco,A632
3374,live-birth,L163
3522,russian,R25
2042,street-shootout,S3632
1837,electric-shock,E4236
2671,human-skull,H524
1092,chelsea,C42
5335,identification-of-body,I3531
4838,estrangement,E2365
268,spring-break,S1652
2810,psychopath,P213
310,anthology,A5342
5998,scavenging-for-food,S2152
823,scientific-research,S2531
3439,ritz-hotel-london,R3234
1217,lawn-mower,L56
1360,kansas,K52
4694,bludgeoning,B4325
497,drag,D62
5491,space-flight,S1214
406,heroine,H65
4794,security-risk,S2636
3541,brussels-belgium,B6242
2675,rape-and-murder,R1535
1482,youtube,Y31
5389,animal-rights,A5462
4195,punched-in-the-back,P5235
3175,bribe,B61
4306,paramedic,P6532
1748,one-man-army,O565
2472,car-crash-into-tree,C6262
1575,young-girl,Y5264
3469,art-school,A6324
4758,aristocrat,A6232
2890,barbecue,B612
4318,compact,C5123
2190,mosque,M2
2092,shack,S2
1267,anti-semitism,A5325
2215,small-town,S5435
1957,outlaw-gang,O3425
1130,truck-driver,T6236
4156,intercessory-prayer,I5362
1158,jewish-convert,J2516
5059,marital-infidelity,M6345
4059,cardboard-box,C6316
5054,parental-abuse,P6534
4711,legal-secretary,L2426
5188,nausea,N2
5680,hand-clapping-game,H5324
546,river-dolphin,R1634
1561,gender,G536
4739,button,B35
5865,abc-weekend-special,A1253
5308,bowling-alley,B4524
3526,verdict,V6323
1854,police-officer-bombed,P4212
5365,teenage-prostitute,T5216
5273,pornography,P6526
1478,touching-breast,T2521
105,sausage,S2
2306,cupcakes,C12
2641,soup,S1
82,colonel,C454
2172,vampire,V516
2155,experiment,E2165
3698,paranormal-investigator,P6565
5172,art-teacher,A6326
2511,kidnapper,K3516
2901,commercial,C5624
1345,oakland-athletics,O2453
1243,part-time-job,P6352
5315,book-seller,B246
2939,walkman,W425
5220,spinal-injury,S1545
2136,neurosurgeon,N6262
4456,gunfire,G516
1111,space-camp,S1251
2699,bad-doctor,B3236
4944,shakespeare's-the-merchant-of-venice,S2162
2858,car-theft,C6313
5611,caligula,C424
2681,teenage-rape,T5261
2422,green-tea,G653
1045,camera,C56
3621,women's-lib,W5241
3245,biblical,B1424
1098,consumerism,C5256
1873,missile,M24
904,unique-cars,U5262
5460,prisoner-of-war,P6256
4127,twenty-dollar-bill,T5346
921,archer,A626
3825,repairman,R165
4362,salt-water,S436
5555,dressmaker,D6252
745,car-accident,C6235
1644,halloween,H45
4812,dictation,D235
3562,boasting,B2352
4506,bullet-wound,B4353
475,poetry,P36
2698,abusive-stepfather,A1212
3814,child's-bedroom,C4321
4455,fear-of-stepfather,F6123
977,role-playing,R4145
4297,farm,F65
3878,evil-laughter,E1423
5907,thunderstorm,T5362
2729,witness-protection-program,W3521
2772,cuckolded-husband,C2432
5753,massachusetts-institute-of-technology,M2325
5037,womanizer,W526
193,lap-dancing,L1352
3116,bathing,B352
3336,science-project,S2521
34,cheat-on-wife,C351
3960,basement,B253
4878,rental-property,R5341
5376,costume,C235
3348,phenomi-con,P525
5793,divorced-family,D1623
4436,broom,B65
3442,upper-class,U1624
2132,gascony,G25
741,loss-of-loved-one,L2141
1802,nipples-visible-through-clothing,N1421
4738,trout-fishing,T6312
5306,traumatic-shock,T6532
759,spray-paint,S1615
2105,university,U5162
506,fag-hag,F2
1295,cirque-du-soleil,C6232
2626,tied-feet,T313
4578,sports-league,S1632
2323,serbia,S61
638,entertainment,E5363
5010,lesbian-cop,L2152
4631,law-student,L2353
5388,activist,A2312
2946,playground,P4265
3151,body-odor,B36
2346,drug-dealer,D6234
1339,baltimore-orioles,B4356
5681,hopscotch,H1232
1351,jimmy-carter,J5263
2987,undressing,U5362
4426,intruder,I5363
3678,princess,P652
956,acronym-in-title,A2653
5159,drowning,D652
2941,adolescent,A3425
3142,homeless-shelter,H5424
5672,overweight-teen,O1623
4539,covivant,C153
4071,family-meeting,F5453
1156,circumcision-ritual,C6252
3247,blogger,B426
3538,mysterious-killer,M2362
180,bitch,B32
4233,strange-noise,S3652
4004,tablecloth,T1424
2702,knockout-drug,K5236
3871,child-sleeps-with-parent,C4324
3762,bite-mark,B3562
2600,neo-nazi,N52
3505,beard,B63
5429,walk-in-freezer,W4251
2396,fireman,F65
4462,home-ownership,H5621
539,christ-the-redeemer-rio-de-janeiro,C6236
3325,manipulation,M5143
3169,ape,A1
251,newlywed,N43
3518,photograph,P3261
5561,marriage-of-convenience,M6212
4501,window-opens-by-itself,W5315
631,istanbul-turkey,I2351
167,gay-stereotype,G2363
5501,cassini-mission,C2525
213,bed,B3
3783,bee,B
3917,tucked-in-bed,T2351
2229,showbiz,S12
2129,torment,T653
4220,riding-in-car,R3525
4846,metaphysics,M312
3707,bastard,B2363
5519,venera-mission,V5652
2089,fake-illness,F2452
5823,ecumenical,E2524
4622,reservist,R2612
3275,pharmaceutical-company,P6523
4254,lecturer,L236
2073,wet-dress,W362
5320,girlie-magazine,G6452
3506,camper,C516
3043,parenting,P6535
1773,vengeance,V5252
5782,mioscopic-size,M212
2555,brother-in-law,B6365
5257,bitch-slap,B3241
2463,drag-costume,D6235
948,reanimation,R535
5328,plumber,P4516
1176,sex-in-chair,S2526
4702,medical-examiner,M3242
2036,businessman,B2525
2477,affair,A16
1672,head-of-state,H3123
3681,paranormal-phenomena,P6565
2091,horse-thief,H6231
2726,sham-marriage,S562
43,sheriff,S61
2524,winner,W56
5933,fuel,F4
5641,retired-clown,R3632
1921,montreal-canadiens,M5364
1948,bank-teller,B5234
3704,baby-ghost,B123
1357,michigan,M25
5744,religious-tolerance,R4234
3200,joint,J53
2173,vampire-hunter,V5165
5049,magistrate,M2363
4342,quarrel-between-married-couple,Q6413
3602,shy,S
2690,double-life,D141
4853,widow,W3
4006,vow-of-revenge,V1615
3774,recurring-dream,R2652
850,immigrant,I5265
323,computer,C5136
635,yugoslavia,Y241
4417,powder,P36
1486,wetting-pants,W3521
4392,danger,D526
76,breaking-the-fourth-wall,B6252
3657,multiple-orgasms,M4314
2560,nightmare,N2356
5262,hit-and-run,H3536
2817,random-killing,R5352
2894,sabotage,S132
622,tent,T53
5196,reference-to-francis-bacon,R1652
474,poetry-slam,P3624
4228,key,K
3382,surrogacy,S62
3477,dance-band,D5215
5940,pack-of-dogs,P2132
5104,college-tuition,C4235
4723,adirondack-mountains,A3653
2045,gambling-casino,G5145
3675,spooning-sexual-position,S1524
963,united-kingdom,U5325
557,eiffel-tower-paris,E1436
2700,date-rape,D361
933,paranormal,P6565
3446,imelda-marcos,I5435
4653,cynicism,C525
4906,balaton,B435
4130,worrying-about-friend,W6521
4665,hit-and-run-victim,H3536
3144,discrimination,D2653
342,quiz,Q2
4679,peep-hole,P14
2360,kingpin,K5215
968,poet,P3
3183,thanksgiving-dinner,T5215
5242,divorced-woman,D1623
3039,adopted-son,A3132
1518,smoking,S5252
158,novel,N14
3146,petition,P35
3259,mythology,M342
3064,the-lost-boys,T4231
1800,soldier-killed,S4362
2770,transvestite,T6521
4584,balloon,B45
1577,sex-change,S252
750,party,P63
2421,electro-music,E4236
3119,line-up,L51
3480,eccentric,E2536
4313,17-year-old,Y643
5578,christening,C6235
2756,prince-edward-island,P6523
1847,tear-gas-cannister,T6252
1793,policewoman-killing,P4252
4007,well,W4
4750,scrambled-egg,S2651
1879,dirty-bomb,D6315
1874,polar-bear,P4616
3009,cell-phone,C415
618,shark-cage,S62
4479,parchment,P6253
2370,professional-soccer-player,P6125
4515,predicting-the-future,P6323
2029,church-bell,C6214
2985,community-service,C5326
544,rio-de-janeiro-brazil,R3256
5525,nato,N3
4831,morgue,M62
4339,homework,H562
1301,world-war-one,W6436
2157,fate,F3
5058,disappearance,D2165
5358,police-dog,P4232
4408,handprint,H5316
5669,peanut-butter-sandwich,P5313
991,avant-garde,A1532
2387,tragic-event,T6215
5040,car-fire,C616
1230,fingerprints,F5261
964,american-flag,A5625
3563,candy,C53
5504,rings-of-saturn,R5212
2225,page,P2
1961,year-1906,Y6
1996,year-1905,Y6
1983,year-1903,Y6
1974,year-1902,Y6
2074,year-1901,Y6
109,tight-blouse,T2314
8,twitter,T36
3483,library,L16
2884,veteran's-day,V3652
5303,motive,M31
4128,unable-to-sleep,U5143
234,home,H5
4108,woman-crying,W5265
379,crippled-child,C6143
1065,e-mail,E54
320,tadpole,T314
1731,femme-fatale,F5134
5336,kicked-to-death,K23
1403,korean-american,K6562
4230,new-apartment,N1635
4641,charity-event,C6315
2667,yellow-dress,Y4362
2527,tempe-arizona,T5162
1099,life-style,L1234
5170,teacher-student-sex,T2623
5963,cartoon-rabbit,C6356
4378,movie-extra,M1236
3772,psychic-sensitive,P2523
3756,tarot-card,T6326
3037,nightclub,N2324
4135,blood-on-face,B4351
594,rodeo,R3
5116,murder-disguised-as-suicide,M6363
3780,13-year-old,Y643
2316,tv-series-reunion,T1262
5343,car-wash,C62
453,museum,M25
5697,wimp,W51
4521,shooting-self,S3524
1253,drumstick,D6523
5434,video-tape,V31
5241,cricket,C623
1470,sales-talk,S4234
1585,madison-square-garden-manhattan-new-york-city,M3252
1808,exploding-car,E2143
5699,poorness,P652
1979,gatling-gun,G3452
450,boys'-choir,B26
3435,fortune-telling,F6353
4682,showgirl,S264
915,cello,C4
2843,heiress,H62
2451,spoof-title,S134
4945,venice-italy,V5234
3265,twist,T23
2794,matricide,M3623
2403,education,E3235
2295,vietnamese-restaurant,V3526
5814,algeria,A426
2944,dyed-hair,D36
1524,contest,C5323
3404,performer-name-in-title,P6165
5180,fencing,F5252
2708,hate-crime,H3265
2591,reference-to-jesus-christ,R1652
5477,space-travel,S1236
5482,flight-to-mars,F4235
732,star,S36
5495,neptune-the-planet,N1353
1972,jack-knife,J251
2878,wedding-ring,W3526
2181,atheist,A323
2711,random-shooting,R5352
2180,atheism,A325
2186,dearborn-michigan,D6165
5464,diving--robot,D1526
388,multiplayer,M4314
1313,philadelphia-pennsylvania,P4341
4947,asian,A25
1399,employer-employee-relationship,E5146
79,captain,C135
4055,book-moves-by-itself,B2512
2486,disability,D2143
4410,inability-to-walk,I5143
2149,teaching,T252
5827,labor-union,L165
763,rescue,R2
4535,white-witch,W32
248,misunderstanding,M2536
4177,vase,V2
1212,country-club,C5362
3253,eaten-alive,E3541
174,interrupted-sex,I5361
360,educational-program,E3235
435,operetta,O163
5980,shoelace,S42
1782,pregnant-woman-shot,P6253
4990,beauty-parlor,B3164
4280,pentagram,P5326
1743,machine-gun,M2525
1523,saddam-hussein,S3525
3625,clothes,C432
1737,hk-5-machine-gun,H2525
1019,farmhouse,F652
5127,stiletto-heels,S3434
384,japanese,J152
5219,shakespearean-quotation,S2165
4418,table-moves-by-itself,T1451
1282,cactus,C232
4555,character-says-i-love-you,C6236
1565,mermaid-costume,M6532
916,orchestra,O6236
4827,hispanic-american,H2152
5338,peeping-tom,P1523
5162,fetish,F32
5841,end-of-the-world,E5313
5918,precocious-child,P6243
3787,blessing-from-priest,B4252
4646,homicide-detective,H5232
4041,moving-out,M1523
3894,nanny,N5
1567,progeria,P626
1949,bisbee-arizona,B2162
4475,nail-biting,N4135
1530,scandalous-book,S2534
672,contraction,C5362
2183,gun-control,G5253
1674,intrigue,I5362
1933,nogales-arizona,N2426
2590,mary-magdalene,M6523
4602,fbi-chief,F121
5304,psycho-sexual,P24
3998,pushed-down,P235
4381,private-investigator,P6135
3953,reading-aloud,R3524
779,moral,M64
246,marriage-problems,M6216
4857,landscape,L5321
1385,hot-guys,H32
4619,army,A65
1452,return-favor,R3651
4599,servant-girl,S6153
3204,social-service,S2426
1480,typo,T1
104,plot-to-kill-hitler,P4324
5316,churchyard,C6263
5033,trophy-shelf,T6124
91,german-army,G6565
2744,indecent-exposure,I5325
4788,expose,E212
4916,old-bailey,O4314
4668,private-detective,P6132
5165,post-office,P2312
4782,ward,W63
1041,blindfold,B4531
255,room,R5
2616,apostrophe-in-title,A1236
5935,gasoline,G245
1687,my-little-pony,M4341
4988,barrister,B6236
3527,west-country,W2325
2666,newfoundland,N1534
201,body-in-trunk,B3536
2932,climbing-a-tree,C4515
2376,soccer-coach,S262
5210,aging,A252
4217,polio,P4
1623,intergenerational-friendship,I5362
2098,celebrity-impersonation,C4163
2146,stupidity,S313
2013,scorpion-bite,S2615
4910,dante's-inferno,D5325
3586,briefcase,B612
3353,juvenile-delinquent,J1543
840,loyalty,L43
46,voice-imitation,V2535
3341,16-year-old,Y643
1677,president,P6235
495,lesbian,L215
2469,photo-shoot,P323
3613,goodbye,G31
1908,gun-held-to-head,G543
2050,shot-in-the-shoulder,S3532
4112,cartoon-on-television,C6353
181,eavesdropping,E1236
2812,serial-rapist,S6461
2715,bodily-dismemberment,B3432
2806,mother-disapproves-of-girlfriend,M3632
2377,soccer-field,S2614
428,children-running,C4365
4428,polygamy,P425
960,roswell,R24
3398,british-comedy,B6325
4190,killing-a-spider,K4521
5991,condemned-building,C5353
5244,intimidation,I5353
338,therapy,T61
5468,jupiter's-storm,J1362
524,augsburger-puppenkiste,A2162
5354,meat,M3
4543,investigator,I5123
2366,pablo-escobar,P1421
1548,period-piece,P6312
3585,bone,B5
2462,new-year,N6
4124,shower-curtain,S6263
4299,feeling-helpless,F4524
1736,gun-violence,G5145
703,stealing,S3452
22,navy,N1
2401,aids,A32
2247,first-class,F6232
3131,chain-letter,C5436
3701,videotape,V31
1554,demonic-possession,D5212
686,white-dove,W31
373,revenge,R152
4150,father-versus-son,F3616
2410,aboriginal,A1625
2296,waking-up-from-coma,W2521
4255,mistress,M2362
5400,manor-house,M562
1472,sitting-on-a-horse,S3525
5503,methane,M35
4158,light-bulb,L2314
1481,vision-board,V2516
5032,toupee,T1
2793,homosexual-subtext,H5242
5479,astronautics,A2365
3893,medicine-man,M325
3453,dragon-ball-z,D6251
443,crime-fighting,C6512
2478,affair-exposed,A1621
902,hollywood,H43
5644,school-project,S2416
1316,san-francisco-california,S5165
1377,washington-capitals,W2523
2061,can-can-dancer,C5253
4777,gambler,G5146
3995,preacher,P626
2834,movie-agent,M1253
5290,child-murderer,C4356
2145,cardinal-direction-in-title,C6354
143,exorcist,E2623
4680,poetry-reading,P3635
1555,exorcism,E2625
4182,young-marriage,Y5256
4503,year-1969,Y6
286,hallucination,H4253
4685,year-1966,Y6
4219,prankster,P6523
5781,mind,M53
5939,mine,M5
1242,ginger,G526
5773,ugly-duckling,U2432
5253,vomit-scene,V5325
2015,alibi,A41
5590,flying-rabbit,F4526
4596,private-school,P6132
726,night-time,N235
2503,chess,C2
1226,panties,P532
2672,playing-possum,P4521
3971,key-lime-pie,K451
1878,watching-tv,W3252
3383,surrogate-mother,S6235
1631,memorabilia,M5614
3561,translator,T6524
3327,rich-kid,R23
4891,overdue-library-book,O1634
461,medical,M324
2000,impostor,I5123
1628,twenty-something,T5325
797,dog,D2
5810,live-performance,L1616
4084,irregular-heartbeat,I6246
1144,bank-account,B5253
1666,coup,C1
5621,horror-host,H623
1970,crooked-sheriff,C6232
730,sneaking,S5252
2831,nevada,N13
5024,shoe-sole,S24
4791,phone-tap,P531
5321,groundskeeper,G6532
2009,poultice,P432
1460,celery,C46
5584,folks,F42
4768,casting-couch,C2352
3821,mirror-does-not-reflect-reality,M6325
110,title-spoken-by-character,T3421
1820,ah-64-apache-helicopter,A1242
941,bat,B3
523,based-on-tv-series,B2353
78,cafe-owner,C156
862,architecture,A6232
3420,fertility,F6343
2266,reference-to-barack-obama,R1652
537,brazil,B624
5961,uncle-nephew-relationship,U5245
2250,olympics,O4512
2588,holy-grail,H4264
2078,u.s.-army-officer,U2651
4613,characters-from-different-time-periods,C6236
1775,warrior,W6
3387,triplet,T6143
5592,child-boss,C4312
5302,forensic-psychologist,F6521
4987,ballroom-dancing,B4653
4989,beautician,B325
5190,office-romance,O1265
1273,loose-ends,L2532
5216,safe-deposit-box,S1312
2880,uncertainty,U5263
4238,year-2003,Y6
4181,year-2002,Y6
3702,year-2001,Y6
3959,year-2006,Y6
2563,shot-in-the-forehead,S3531
4372,film-director,F4536
4766,arsenic,A6252
735,war-zone,W625
3013,basketball-game,B2314
4222,website,W123
4376,motorcycle-crash,M3624
1848,sleeper-hold,S4164
668,sunshine,S525
3859,animal-abuse,A5412
1650,reference-to-shakespeare's-twelfth-night,R1652
5201,scotsman,S2325
1682,tank,T52
2620,forum,F65
808,ampersand-in-title,A5162
4574,cane,C5
591,mexico,M2
5419,diaphragm,D1625
359,based-on-novel,B2351
1502,sushi,S2
2802,domineering-mother,D5652
2904,child-support,C4321
5995,euthanasia,E352
662,mouse,M2
5418,criminal-gang,C6542
2673,polaroid,P463
3077,root-beer,R316
3299,80s,S
1706,shattered-bone,S3631
5775,kid,K3
2289,renovating-apartment,R5135
4793,police-surveillance,P4261
3940,crayon-drawing,C6536
681,road-accident,R3235
5887,cartoon-cat,C6352
859,womens-issues,W52
4856,british-spy,B6321
4544,portal-to-hell,P6343
3454,diarist,D623
1582,assassination,A2535
846,contestant,C5323
1306,baseball-team,B2143
2777,canadian-expatriate,C5352
2443,flatulence,F4345
1307,brooklyn-dodgers,B6245
2444,human-form,H5165
3314,third-part,T6316
3619,vanity,V53
5994,dogcatcher,D2326
1178,smoking-jacket,S5252
2272,caged-animal,C2354
1911,severed-thumb,S1635
3769,human-skeleton,H5243
2037,cowardice,C632
1419,working-class,W6252
3478,dean,D5
14,deal,D4
3810,attempted-smothering,A3513
354,film-industry,F4532
1919,rescue-team,R235
5597,factory-owner,F2365
1374,detroit-red-wings,D3636
663,talking-animal,T4252
2093,tracker,T626
4659,poisoned-drink,P2536
5845,hazmat-suit,H2532
4021,skateboarder,S2316
5289,backhoe,B2
895,blackmail,B4254
2271,burp,B61
4079,headstone,H3235
1704,memory-loss,M5642
130,abusive-boyfriend,A1216
2134,magazine,M25
3925,crucifix,C6212
399,james-bond-spoof,J5215
3022,blood-donation,B4353
689,childhood-memory,C4356
837,narration,N635
834,1990s,S
4734,oilman,O45
3862,bed-shakes-by-itself,B3213
3936,washing-dishes,W2523
1077,tennis,T52
2860,jealousy,J42
2408,editor,E36
3978,white-mother-black-daughter,W3536
2552,war-of-1812,W61
1458,canadian-accent,C5352
2618,osama-bin-laden,O2515
485,fireworks,F62
5443,blindness,B4535
1984,yuma-arizona,Y5625
5965,bag-of-gold,B2124
5093,police-sniper,P4251
1960,whiskey,W2
4239,alcoholic-drink,A4242
3508,constable,C5231
5311,hairdressing,H6362
2982,fatherhood,F363
1816,anthrax,A5362
5740,ship,S1
4832,puerto-rican,P6362
2870,national-anthem,N3545
813,punctuation-in-title,P5235
329,houston-texas,H2353
4915,charles-dickens,C6423
2850,parenthood,P653
4666,illegal-immigrant,I4245
2596,neuroscience,N6252
1388,babysitting,B1235
2968,spiked-punch,S1231
1244,pellet-gun,P4325
5344,cessna,C25
4502,woodwork,W362
5173,black-bear,B4216
139,murder-of-wife,M6361
1191,rare-book,R612
330,milf,M41
3302,manager,M526
2101,boy-band,B153
2619,september-11-2001,S1351
470,mill,M4
970,bomber,B516
2593,afghanistan-war,A1252
2876,milk,M42
1633,suicide,S23
5,father,F36
5140,appendicitis,A1532
4728,gourmand,G653
5714,deaf-man,D15
5480,atacama-desert,A3253
2441,disembodied-head,D2513
3461,pathologist,P3423
3063,teen-parent,T5165
284,female-stripper,F5423
4540,covivant-covivant-relationship,C1532
3276,sting-operation,S3521
600,apartheid,A163
4719,gourmet-chef,G6532
4670,shave,S1
4707,poison-gas,P252
4556,leave-of-absence,L1252
4871,villa,V4
4644,greenwich-village-manhattan-new-york-city,G6521
4696,compulsive-obsessive,C5142
5004,forensics,F652
1965,tucson-arizona,T2562
2615,afghanistan,A1252
1766,terrorist-plot,T6231
3129,school-sport,S2421
3650,genitalia,G534
1186,handcuffed-to-a-pipe,H5321
3525,suspect,S2123
3274,drunkard,D6526
2052,cattle-rustling,C3462
4366,taking-picture,T2521
1278,girls-night-out,G6425
2297,dwarf,D61
4778,guardian,G635
2917,study-group,S3261
2983,makeup,M21
478,french,F652
3134,superstition,S1623
2081,framed-for-murder,F6531
882,insurance-salesman,I5265
5957,yelling-for-help,Y4521
5575,upward-mobility,U1635
4056,box,B2
2888,boy,B
1483,attempted-robbery,A3513
3636,anal-sex,A542
1501,sucking-on-one's-finger,S2525
503,canadian,C535
5499,voyager-mission,V2652
4485,raccoon,R25
1655,apartment-building,A1635
589,massage,M2
163,bog,B2
1081,teenage,T52
3718,haunted-house,H532
5832,republican-party,R1425
1017,transplant,T6521
4549,sweating,S352
