subject,<wasCreatedOnDate>,<hasLatitude>,<hasLongitude>,<hasMotto>
<KMC_International_Center>,2005.1,13.354757,74.787562,
<KMP_College_of_Engineering>,2011.0,10.078705555555555,76.57371944444444,Engineering Ideas
<KMU_Institute_Of_Medical_Sciences>,2006.0406,,,Service to Humanity
<KM_Music_Conservatory>,2008.0,13.046186,80.217968,Become the Future of Music
<KNUST_Department_of_Planning>,1961.0,,,
<KNUST_Faculty_of_Law>,2003.0,,,
<KRL_Model_College_Kahuta>,1991.0,,,Perseverance ensures Success
<KR_Mangalam_University>,2013.0,,,The Complete World of Education
<KTG_Education_Group>,2002.0,,,
<KTU_Faculty_of_Medicine>,1973.0,40.99277777777778,39.76972222222222,
<KU_Leuven>,1425.0,50.878,4.7,Sedes Sapientiae
<KVG_College_of_Engineering>,1986.0,,,Technology for Mankind
<K_L_University>,1980.0,16.442222222222224,80.62249999999999,
<K_S_Hegde_Medical_Academy>,1999.0,12.869472222222223,74.84261111111111,Long life ahead
<Kabale_University>,2001.0,-1.2722222222222221,29.988333333333333,
<Kabarak_University>,2002.09,-0.1671,35.966,
<Kabi_Joydeb_Mahavidyalaya>,2007.0,,,
<Kabi_Sukanta_Mahavidyalaya>,1986.0,,,
<Kabiguru_Nobel_Centenary_Training_College>,2015.0,,,
<Kabul_Education_University_of_Rabbani>,2003.0,,,Training the Future Makers
<Kabul_Medical_University>,1932.0,34.516666666666666,69.12972222222221,
<Kabul_University>,1932.0,34.51777777777777,69.12805555555555,Excellence in Service to Afghanistan
<Kadena_High_School>,1981.0,26.335555555555555,127.78111111111112,Shaping Futures|||Shaping Futures for Generations to Come
<Kadi_Sarva_Vishwavidyalaya>,2007.0,,,
<Kadir_Has_University>,1997.0,41.05222222222222,28.380555555555556,
<Kaduna_Polytechnic>,1956.0,,,
<Kaduna_State_University>,2004.0,,,Knowledge for Development and Unity
<Kafkas_University>,1992.0711,40.584500000000006,43.071555555555555,
<Kafrelsheikh_University>,2006.0,31.098333333333333,30.95,
<Kagawa_Nutrition_University>,1948.0,,,
<Kagawa_Prefectural_College_of_Health_Sciences>,1999.0,34.32194444444445,134.1577777777778,
<Kagawa_University>,1874.0,34.34297222222222,134.0376388888889,
<Kagoshima_Immaculate_Heart_College>,1960.0,31.56416666666667,130.53805555555556,
<Kagoshima_University>,1949.0,31.571666666666665,130.545,
<Kagoshima_commercial_course_junior_college>,1950.0,,,
<Kahramanmaraş_Sütçüimam_University>,1992.0,37.5856,36.8212,Independence
<Kaichi_International_University>,1904.0,35.86260277777778,139.9889861111111,
<Kainan_University>,1917.0,25.0126,121.2698,
<Kajaani_University_of_Applied_Sciences>,1992.0,64.21583333333334,27.709444444444443,
<Kakatiya_Medical_College>,1961.0,18.002244444444443,79.58989722222222,
<Kakatiya_University>,1976.0,,,Marching Towards Academic Excellence
<Kala_Bhavana>,1919.0,,,
<Kalaidos_University_of_Applied_Sciences>,1995.0,47.415367,8.543868,
<Kalaignar_Karunanidhi_Institute_of_Technology>,2008.0,10.999722222222221,77.08416666666666,
<Kalam_Institute_of_Technology>,2008.0,19.333882,84.899108,
<Kalama_Armoured_Warfare_Training_School>,2005.0,0.25,31.185,
<Kalamazoo_College>,1833.0,42.29,-85.601,Lux Esto
<Kalamazoo_Valley_Community_College>,1966.0,,,
<Kalasalingam_University>,1984.0,9.5743,77.6761,education|||research|||Focus research in|||institution
<Kalayaan_College>,2000.0,,,
<Kali_Charan_Inter_College>,1913.0,,,
<Kaliabor_College>,1969.0,,,Knowledge with values
<Kaliachak_College>,1995.0,24.8551,87.9962,
<Kalimpong_College>,1962.0,27.0597,88.4669,
<Kalinagar_Mahavidyalaya>,1985.0,,,
<Kalindi_College>,1967.0,,,
<Kalinga_Bharati_Residential_College>,2005.0,,,
<Kalinga_Institute_Of_Social_Sciences>,1993.0,,,
<Kalinga_Institute_of_Dental_Sciences>,2007.0,20.353368,85.815437,
<Kalinga_Institute_of_Medical_Sciences>,2007.0,20.353368,85.815437,
<Kalinga_Polytechnic>,1995.082,,,
<Kalinga_State_University>,2015.0,,,Molder of Nation Builders
<Kalinga_University>,1990.0,,,
<Kaliningrad_State_Technical_University>,1930.0,54.7207,20.4983,
<Kalipada_Ghosh_Tarai_Mahavidyalaya>,1988.0,,,
<Kaliyaganj_College>,1968.0,,,
<Kalmyk_State_University>,1970.0,46.30777777777777,44.27055555555555,
<Kalna_College>,1943.0,,,
<Kaloji_Narayana_Rao_University_of_Health_Sciences>,2014.0,18.002244444444443,79.58989722222222,
<Kalpana_Chawla_Government_Medical_College>,2012.0,,,
<Kaluga_State_University>,1948.0,54.5089,36.2739,
<Kalyani_Government_Engineering_College>,1995.0,,,
<Kalyani_Mahavidyalaya>,1999.0,,,
<Kamakura_Women's_University>,1943.0,35.35208333333333,139.53783333333334,
<Kamal_Public_Sr._Secondary_School>,1985.0,,,
<Kamala_Nehru_College>,1964.0,28.555814,77.216345,Without Knowledge there is no Salvation
<Kameshwar_Singh_Darbhanga_Sanskrit_University>,1961.0,,,
<Kamineni_Institute_of_Medical_Sciences>,1999.0,17.197908333333334,79.21378611111112,Vidya pracchanna gupta dhanam
<Kamla_Nehru_Institute_of_Technology>,1975.0,,,
<Kammavari_Sangha_Institute_of_Technology>,1999.0,12.8809,77.5437,
<Kampala_International_University>,2001.0,0.2947222222222222,32.603611111111114,
<Kampala_International_University_Dar_es_Salaam_College>,2009.0,-6.886388888888888,39.15611111111111,Exploring the Heights
<Kampala_International_University_School_of_Health_Sciences>,2004.0,-0.5386111111111112,30.144444444444446,Exploring the heights
<Kampala_University>,1999.0,0.26055555555555554,32.63388888888889,
<Kamyanets-Podilsky_Ivan_Ohienko_National_University>,1918.0,48.67530555555555,26.586677777777776,
<Kanagawa_Dental_University>,1964.0,35.285,139.6688888888889,
<Kanagawa_Institute_of_Technology>,1975.0,35.486111111111114,139.34166666666667,
<Kanagawa_Prefectural_College_of_Foreign_Studies>,1968.0,35.42166666666667,139.60333333333332,
<Kanagawa_University>,1928.0,,,
<Kanagawa_University_of_Human_Services>,2003.0,35.274166666666666,139.67999999999998,
<Kanak_Manjari_Institute_of_Pharmaceutical_Sciences>,1982.0,22.240425,84.813455,
<Kanawha_County_Schools>,1933.0,,,Where ALL Students Come First
<Kanazawa_College_of_Art>,1946.0,,,
<Kanazawa_Institute_of_Technology>,1965.0,36.529916666666665,136.62719444444446,
<Kanazawa_University>,1949.05,36.5625,136.65611111111113,
<Kanchanaburi_Rajabhat_University>,1973.0929,14.0623,99.4246,Master yourself before you can master other people
<Kanchrapara_College>,1972.0,22.9503,88.4415,
<Kanda_University_of_International_Studies>,1987.0,35.65723333333333,140.0439722222222,
<Kandahar_University>,1990.0,31.63815,65.69693,
<Kandi_Raj_College>,1950.0,,,
<Kandra_Radha_Kanta_Kundu_Mahavidyalaya>,2001.0,,,
<Kangan_Institute>,1997.0,,,
<Kangnam_University>,1946.0,37.27583333333333,127.13305555555554,
<Kangwon_National_University>,1947.0614,37.86944444444445,127.74416666666667,Inquirere Veritatem Ex Praxe
<Kangwon_National_University_School_of_Law>,2009.0,,,
<Kannada_University>,1991.0,15.284277777777778,76.48963888888889,
<Kannur_University>,1996.0,11.87598,75.37292,
<Kano_State_University_of_Technology>,2000.0,,,
<Kanpur_Institute_of_Technology>,2004.0,,,Educating Minds
<Kansai_College_of_Oriental_Medicine>,1985.0,,,
<Kansai_Gaidai_College>,1953.0,34.82341666666667,135.6640277777778,
<Kansai_Gaidai_University>,1945.0,34.82325,135.66436,
<Kansai_University>,1886.0,34.770375,135.508147,学の実化
<Kansai_University_of_International_Studies>,1987.0,,,
<Kansai_University_of_Social_Welfare>,1997.0,34.761944444444445,134.36777777777777,
<Kansai_Women's_College>,1965.0,34.559444444444445,135.6363888888889,
<Kansas_Christian_College_(Overland_Park)>,1938.0,38.99583333333334,-94.66638888888889,
<Kansas_City_Art_Institute>,1885.0,39.046253,-94.58308,
<Kansas_State_University>,1863.0216,39.19166666666666,-96.58083333333333,
<Kansas_State_University_College_of_Agriculture>,1863.0,39.19222222222222,-96.58111111111111,
<Kansas_State_University_College_of_Engineering>,1897.0,39.190555555555555,-96.58416666666666,
<Kansas_State_University_Polytechnic_Campus>,1965.0,38.80027777777777,-97.63722222222223,
<Kansas_Wesleyan_University>,1886.0915,38.81361111111111,-97.60944444444443,
<Kantipur_City_College>,2000.0,,,
<Kanto_Gakuen_University>,1924.0,36.285694444444445,139.35533333333333,
<Kanto_Gakuin_University>,1884.0,35.323327777777784,139.6228888888889,Be a man and serve the world
<Kanto_Junior_College>,1924.0,36.24480555555556,139.49952777777776,
<Kanuni_University>,2013.0,37.0058,35.2501,
<Kanya_Maha_Vidyalaya>,,31.325986,75.576262,
<Kanyapur_Polytechnic>,1965.0,,,Produce Quality Engineers
<Kao_Fong_College_of_Digital_Contents>,2004.0801,,,
<Kao_Yuan_University>,1986.0,22.8415,120.2646,
<Kaohsiung_Medical_University>,1954.0,22.64752,120.31043,
<Kaospilot>,1991.0,56.151098,10.21337,
<Kapiolani_Community_College>,1946.0,21.2715,-157.8005,Kūlia I Ka Nuʻu
<Kaplan_University>,1937.0,26.133333333333333,-80.2,
<Karabük_University>,2007.0,,,Çağdaş Eğitim Yuvanız
<Karachi_School_of_Art>,1964.0,,,
<Karachi_University_Business_School>,1999.0,,,We Prepare Right Leaders for the Right Organization
<Karadeniz_Technical_University>,1955.052,40.99242777777778,39.768363888888885,
<Karaganda_State_Medical_University>,1950.0,,,
<Karagandy_State_University>,1972.0,,,
<Karakoram_International_University>,2002.0,,,
<Karamanoğlu_Mehmetbey_University>,2007.0,37.1779,33.255,
<Karary_University>,1996.0,,,
<Karatina_University>,2013.0,,,Inspiring Innovation and Leadership
<Kardan_University>,2003.0,34.549389999999995,69.152625,
<Karelia_University_of_Applied_Sciences>,1992.0,,,
<Karen_Baptist_Theological_Seminary>,1845.0,,,
"<Karim_City_College,_Jamshedpur>",1961.0,,,
<Karimpur_Pannadevi_College>,1968.0,,,
<Karl-Ferdinands-Universität>,1882.0,,,
<Karlshochschule_International_University>,2004.0,49.0066,8.3944,
<Karlsruhe_Institute_of_Technology>,1825.0,49.00944444444445,8.411666666666667,
<Karlsruhe_University_of_Applied_Sciences>,1878.0,49.0156,8.3908,
<Karlstad_University>,1977.0,59.405833333333334,13.581666666666667,Sapere aude
<Karnatak_University>,1949.0,15.44125,74.98391666666667,
<Karnataka_(Govt.)_Polytechnic>,1946.0,,,
"<Karnataka_Folklore_University,_Haveri>",2011.0,,,
<Karnataka_Institute_of_Medical_Sciences>,1957.08,,,
<Karnataka_Samskrit_University>,2010.0,,,
<Karnataka_State_Law_University>,2009.0,12.938775,77.50318055555556,Indian Roots and Global Heights
<Karnataka_State_Open_University>,1996.0,12.313416666666667,76.62358333333333,
<Karnataka_State_Women's_University>,2003.08,16.8356,75.6426,
<Karol_Lipiński_Academy_of_Music>,,51.111119,17.020931,
<Karol_Szymanowski_Academy_of_Music>,1929.0,50.25527777777778,19.029999999999998,
<Karolinska_Institute>,1810.0,59.348888888888894,18.026666666666667,Menselijke gezondheid verbeteren|||Att förbättra människors hälsa
<Karpagam_Academy_of_Higher_Education>,2008.0,,,Enable Enlighten Enrich
"<Karpagam_Institute_of_Technology,_Coimbatore>",,10.908293,76.978047,
<Karunya_University>,1986.0,10.938611111111111,76.74666666666667,Arise and Shine
<Karwan_University>,2007.0,,,
<Kasama_College_of_Education>,1966.0,,,
<Kasem_Bundit_University>,1987.0,13.738055555555555,100.62694444444443,
<Kasetsart_University>,1943.0202,13.848597222222223,100.56805,
<Kashan_University_of_Medical_Sciences>,1986.0,,,
<Kashipur_Michael_Madhusudhan_Mahavidyalaya>,2000.0,,,
<Kaskaskia_College>,1940.0,,,
<Kassala_University>,1990.0,15.458133,36.403963,
<Kastamonu_University>,2006.0,41.424166666666665,33.77055555555555,
"<Kasturba_Medical_College,_Manipal>",1953.0,13.352516666666666,74.78722222222223,
<Kate_Gleason_College_of_Engineering>,1829.0,,,
<Katharine_Gibbs_School_–_Melville>,1911.0,40.778888888888886,-73.41545833333333,
<Kathir_College_of_Engineering>,2008.0,11.06836111111111,77.08258333333333,Wisdom Tree
<Kathmandu_University>,1991.0,,,Quality Education for Leadership
<Katholieke_Universiteit_Leuven_Kulak>,1964.0,50.80611111111111,3.2938888888888886,
<Katuri_Medical_College>,1997.0,16.2279,80.3095,
<Katwa_College>,1948.0,,,
<Katzen_Arts_Center>,2005.0,38.9393,-77.087,
<Kaunas_University_of_Technology>,1922.0,54.89861111111111,23.91222222222222,
<Kavikulaguru_Kalidas_Sanskrit_University>,1997.0918,,,
<Kawartha_Lakes_Bible_College>,1973.0,,,
<Kawasaki_City_College_of_Nursing>,1995.0,35.53575,139.66983333333332,
<Kazakh-British_Technical_University>,2001.0,,,
<Kazakh_National_Medical_University>,1930.0,,,
<Kazan_(Volga_region)_Federal_University>,1804.1117,55.7907,49.1219,
<Kazan_National_Research_Technical_University_named_after_A.N._Tupolev>,1932.0,55.7971,49.1141,
<Kazan_National_Research_Technological_University>,1890.0,55.7859,49.1451,
<Kazan_State_Medical_University>,1814.0,55.79062777777778,49.14089722222222,Omnium profecto artium medicina nobilissima
<Kazi_Nazrul_Islam_Mahavidyalaya>,1981.0,,,
<Kazi_Nazrul_University>,2012.0,,,
<Kazi_Tajuddeen_ITI>,1981.0,,,Enter to learn and leave to serve
<Kazimieras_Simonavičius_University>,2003.0,54.67027777777778,25.262777777777778,
<Kazimierz_Wielki_University_in_Bydgoszcz>,1969.0,53.130833333333335,18.01972222222222,
<Kean_University>,1855.0,40.6795,-74.2319,Semper Discens
<Keck_Graduate_Institute>,1997.0,34.092796,-117.723042,
<Keck_School_of_Medicine_of_USC>,1885.0,34.061285,-118.205497,
<Keele_University>,1949.0,53.003,-2.273,Thanke God for All|||Thanke God for all
<Keele_University_School_of_Medicine>,1978.0,53.00636111111111,-2.266472222222222,
<Keen_College>,2017.0,,,
<Keenan_Hall>,1957.0,41.703959,-86.237231,Fratres in Christo
<Keene_State_College>,1909.0,42.92777777777778,-72.2786111111111,go forth to serve|||Enter to learn
<Keiai_University>,1921.0,35.65549166666666,140.14439166666665,
<Keijō_Imperial_University>,1926.04,,,
<Keilir>,2007.0,63.968611111111116,-22.57027777777778,
<Keimyung_University>,1899.0,35.8574,128.4834,진리와 정의와 사랑의 나라를 위하여
<Keimyung_University_Korean_Language_Institute>,,35.85777777777778,128.48527777777775,
<Keio_Junior_College_of_Nursing>,1988.0,,,
<Keio_University>,1858.0,35.649166666666666,139.74277777777777,Calamvs gladio fortior|||Calamus gladio fortior
<Keio_University_Shonan_Fujisawa_Campus>,1990.0,35.388333333333335,139.4283333333333,
<Keisen_University>,1988.0,,,
<Keiser_University-Latin_American_Campus>,1993.0,,,
<Keiser_University>,1977.0,26.1860081,-80.1638119,
<Keldysh_Institute_of_Applied_Mathematics>,1953.0,55.77710277777778,37.59022222222222,
<Kelley_School_of_Business>,1920.0,39.17218,-86.51843,Go from Moment to Momentum
<Kellogg-HKUST_Executive_MBA_Program>,1998.0,,,
"<Kellogg_College,_Oxford>",1990.0,51.764,-1.26,
<Kellogg_Community_College>,1956.0,42.3349,-85.1772,
<Kellogg_School_of_Management>,1908.0,42.05045,-87.67507,Inspiring Growth
<Kellstadt_Graduate_School_of_Business>,1913.0,41.878,-87.6275,
<Kemerovo_State_University>,1973.0,,,
<Kemi-Tornio_University_of_Applied_Sciences>,1992.0,,,Gives value to you
<Kempten_University_of_Applied_Sciences>,1977.0,47.7158333333,10.3136111111,
<Kemptville_College>,1917.0,45.0091,-75.6388,
<Kemuda_Institute>,2004.0,4.8786862,114.88813700000003,Empowering Your World of Learning
<Kendall_College>,1934.0,,,
"<Kendrapara_Autonomous_College,_Kendrapara>",1959.0,20.450126,86.17657,
"<Kendriya_Vidyalaya,_Ballia>",1983.0,25.75584,84.13794,
<Kenjgewin_Teg_Educational_Institute>,1994.0,,,A Place of Learning
<Kenmei_Women's_Junior_College>,1957.0,,,
<Kennebec_Valley_Community_College>,1969.0,44.5942,-69.6117,
<Kennedy–King_College>,1935.0,,,Education that Works
<Kennesaw_State_University>,1963.1009,34.037876,-84.58102,
<Kenrick–Glennon_Seminary>,1818.0,38.5848,-90.324,
<Kensington_College>,1991.0,,,Excellence in Education
<Kensington_College_of_Business>,1982.0,51.51555555555556,-0.11980555555555555,Your Best Way To Be Professional
<Kent_Business_School>,1988.0,51.2983,1.0621,
<Kent_State_University>,1910.0,41.146411111111114,-81.34174444444444,Excellence In Action
<Kent_State_University_College_of_Podiatric_Medicine>,1916.0,41.400616,-81.648037,Pedestris Scientiae Porta
<Kent_State_University_at_Ashtabula>,1958.0,41.888672,-80.831812,Excellence in Action
<Kent_State_University_at_East_Liverpool>,1965.0,40.616995,-80.576309,Excellence in Action
<Kent_State_University_at_Salem>,1962.0,40.863973,-80.835705,Excellence in Action
<Kent_State_University_at_Stark>,1946.0,40.8668,-81.4374,
<Kentucky_Christian_University>,1919.0,,,
<Kentucky_Mountain_Bible_College>,1931.0,37.60356,-83.43894,Training Holiness Leaders
<Kentucky_State_University>,1886.0,38.2,-84.85833333333333,
<Kentucky_Wesleyan_College>,1858.0,,,Find Yourself
<Kenvale_College_of_Tourism_&_Hospitality_Management>,1971.0,,,
<Kenya_Highlands_Evangelical_University>,1970.0,,,
<Kenya_Methodist_University>,1997.0,,,
<Kenyatta_University>,1985.0,-1.183056,36.926111,Slinu ni nguvu|||Kennis is een bron van kracht|||Slinu ni Nguvu
<Kenyon_College>,1824.0,40.37638888888889,-82.39583333333334,Magnanimiter Crucem Sustine
<Kepler_(institution)>,2013.09,,,
<Kepler_College>,2000.0,,,
<Kerala_Agricultural_University>,1971.0,10.5476,76.2851,
<Kerala_Institute_of_Local_Administration>,1990.0,,,extension|||Training|||research
<Kerala_Kalamandalam>,1930.0,10.737598,76.277087,Design a strong system of education in the traditional way imbibing the spirit of enlightenment of the new age
<Kerala_State_Institute_of_Design>,2008.0,,,
<Kerala_United_Theological_Seminary>,1943.0,,,
<Kerala_University_of_Health_Sciences>,2010.0,10.5232,76.2171,May All become Happy
"<Kerala_Veterinary_College,_Mannuthy>",1955.0,10.5306,76.2589,
<Kermanshah_University_of_Medical_Sciences>,1968.0,35.7483,51.3812,
<Keshav_Mahavidyalaya>,1994.0,,,
<Keshiary_Government_College>,2015.0,,,
<Kettering_College>,1967.0,39.696076,-84.191944,
<Kettering_University>,1919.102,43.0125,-83.7125,
<Keuka_College>,1890.0,42.61535,-77.09053,
<Keweenaw_Bay_Ojibwa_Community_College>,1975.0,46.7808,-88.508,
<Keyano_College>,1965.0,56.714528,-111.347748,
<Keystone_College>,1868.0,41.559,-75.775,Progress Through Effort
<Khadim_Ali_Shah_Bukhari_Institute_of_Technology>,1999.0,,,We prepare future leaders who lead by setting exemplary examples
<Khadir_Mohideen_College>,1955.0,10.336994444444445,79.37881666666667,Our Lord Perfect Our Light For Us
<Khairpur_Medical_College_Khairpur_Mir's>,2012.0,,,Service to Humanity
<Khaki_University>,1917.0,,,Rations for the Mind
<Khalifa_University>,2007.0,,,
<Khalisani_Mahavidyalaya>,1970.0,,,
<Khallikote_University>,1856.0,19.3075,84.7944,
"<Khalsa_College,_Amritsar>",1892.0,31.633892,74.835554,                |||Akal Sahai
<Khan_al-Asal_Police_Academy>,,36.155,37.01083333333333,
<Khandra_College>,1981.0,,,
<Kharagpur_College>,1949.0,,,
<Kharazmi_University>,1919.0,35.70447777777778,51.42675,
<Kharkiv_Medical_Academy_of_Post-graduate_Education>,1923.0,48.3042,38.0181,
<Kharkiv_National_Academy_of_Municipal_Economy>,1922.0,49.995,36.242,
<Kharkiv_National_Kotlyarevsky_University_of_Arts>,1917.0,,,
<Kharkiv_National_Medical_University>,1805.0,50.0091,36.2285,Valetudo est bonum optimum
<Kharkiv_National_University_of_Economics>,1930.0,50.013888888888886,36.223888888888894,
<Kharkiv_National_University_of_Radioelectronics>,1930.0,50.015,36.22777777777778,
<Kharkiv_Petro_Vasylenko_National_Technical_University_of_Agriculture>,1930.0,48.3042,38.0181,
<Kharkiv_Polytechnic_Institute>,1885.0,50.0,36.25,
<Kharkiv_State_Academy_of_Culture>,1929.091,48.3042,38.0181,University studeatur mundi
<Kharkiv_State_Academy_of_Physical_Culture>,1930.0,50.00415,36.21732,
<Kharkiv_University_of_Humanities_“People’s_Ukrainian_Academy”>,1991.0,50.005,36.257222222222225,
<Khatam_al-Anbia_Air_Defense_Academy>,2013.0,,,
<Khatra_Adibasi_Mahavidyalaya>,1979.0,,,
<Khawaja_Muhammad_Safdar_Medical_College>,2010.0,,,Success through perseverance
"<Khayyam_Institute_of_Higher_Education,_Mashhad>",1992.0,,,
<Khazar_University>,1991.0,,,Always leading the way
<Khejuri_College>,1999.0,,,
<Kherson_National_Technical_University>,1959.0,46.6686,32.6375,Per aspera ad astra
<Kherson_State_University>,1917.0,46.6464,32.6299,
<Khmelnytskyi_National_University>,1962.0,48.3042,38.0181,
<Khon_Kaen_University>,1966.0125,16.470329,102.815927,
<Khorugh_State_University>,1992.0,,,
<Khost_University>,2000.0,33.3489,69.8691,
<Khudiram_Bose_Central_College>,1965.0,,,
<Khujand_State_University>,1932.0,,,
<Khulna_Medical_College>,1992.0,22.8291,89.537,
<Khulna_University>,1991.0,22.802,89.533,
<Khulna_University_of_Engineering_&_Technology>,1967.0,22.8996895,89.5026112,
<Khurasan_University>,2006.0,,,
<Khushal_Khan_Khattak_University>,2012.0,,,
"<Khwaja_Moinuddin_Chishti_Urdu,_Arabi~Farsi_University>",,26.928766,80.8963037,
<Khwaja_Yunus_Ali_University>,,24.2243,89.7057,quest for knowledge
<Khwopa_Higher_Secondary_School>,1991.0,,,An Undertaking of Bhaktapur Municipality
<Khyber_Medical_College>,1954.0,,,Service to Humanity
<Khyber_Medical_University>,2007.0,,,
<Kibabii_University_College>,2010.0,,,
<Kidderpore_College>,1966.0,,,
<Kiel_Institute_for_the_World_Economy>,1914.0,,,
<Kielce_University_of_Technology>,1965.0,50.87861111111111,20.64,
<Kiev_Military_Aviation_Engineering_Academy>,1951.0,,,
<Kigali_Independent_University>,1996.0,,,Science and Conscience
<Kigumba_Petroleum_Institute>,2009.0,1.8425,32.01889,
<Kilgore_College>,1935.0,32.377056,-94.8726,Emphasis Excellence
<Kilimanjaro_Christian_Medical_University_College>,1997.0,-3.3208333333333333,37.32972222222222,
<Kilis_7_Aralık_University>,2007.0,36.715833333333336,37.115,
<Kilpauk_Medical_College>,1960.0,13.078347,80.243722,Mens Sana Incorpore Sano
<Kim_Chaek_University_of_Technology>,1951.0,39.00277777777778,125.74638888888889,
<Kim_Il-sung_University>,1946.1001,39.058055555555555,125.76833333333333,
<Kimmage_Development_Studies_Centre>,1974.0,53.30857,-6.309929,
<Kindai_University>,1925.0,34.651413,135.586964,None
"<King's_College,_Hong_Kong>",1857.0,22.284444444444446,114.14027777777778,
<King's_College_(Pennsylvania)>,1946.0,41.24805555555556,-75.8775,Latin|||Oportet Eum Regnare
<King's_College_London>,1829.0,51.511944444444445,-0.11611111111111111,Sancte et Sapienter
<King's_College_London_GKT_School_of_Medical_Education>,1173.0,,,
<King's_Inns>,1541.0,53.35288888888889,-6.2716666666666665,Nolumus Mutari
<King's_International_Development_Institute>,2013.0,,,
<King's_University_College_(University_of_Western_Ontario)>,1954.0,43.01175277777778,-81.25773611111111,Christus Via Veritas Et Vita
<King_Abdulaziz_University>,1967.0,21.49388888888889,39.250277777777775,
<King_College_of_Technology>,2007.0,,,
<King_Daniel_of_Galicia_Ivano-Frankivsk_University_of_Law>,1997.0,48.915277777777774,24.711111111111112,
<King_Edward_Medical_University>,1860.0,,,Altapete
<King_Faisal_University>,1975.0,26.38849,50.18778,
<King_George's_Medical_University>,1911.0,26.867716,80.916626,
<King_Juan_Carlos_University>,1996.0708,,,
<King_Khalid_University>,1998.0,18.2495,42.5597,
<King_Mongkut's_Institute_of_Technology_Ladkrabang>,1960.0,13.726725,100.780125,Education and research on science and technology form the basis of national development
<King_Mongkut's_University_of_Technology_North_Bangkok>,1959.0,13.818811,100.514206,To Encourage Innovation in Science and Technology through the development of  people
<King_Mongkut's_University_of_Technology_Thonburi>,1960.0204,13.651666666666667,100.49555555555555,Danto Seṭṭho Manussesu
<King_Saud_University>,1957.0,24.722,46.627,
<King_Saud_University_College_of_Medicine>,1967.0,,,
<King_Saud_bin_Abdulaziz_University_for_Health_Sciences>,2005.0425,24.748055555555556,46.861666666666665,جامعة لصحة وطن
<King_University>,1867.0,,,Ecclesiae et Litteris
<Kingfisher_College>,1894.0926,35.86666666666667,-97.90833333333335,
<Kingsborough_Community_College>,1963.0,40.57805555555556,-73.93305555555555,
<Kingston_Business_School>,1992.0,,,
<Kingston_College_(England)>,1962.0,51.4069,-0.305,
<Kingston_College_of_Science>,2004.0,,,
<Kingston_University>,1899.0,51.4035,-0.3039,Per Scientiam Progredimur
<Kingsway_Campus_Auckland_Park>,2005.0101,-26.183333333333334,27.99888888888889,
<Kingswood_University>,1945.0,45.72666666666667,-65.52305555555556,Equipping Servant Leaders for Global Impact
<Kinjo_Gakuin_University>,1889.0,,,
<Kinjo_University>,1904.0,36.50966666666667,136.52852777777778,
<Kinki_Health_Welfare_University>,1973.0,34.97916666666667,134.73888888888888,
<Kinneret_College>,1965.0,32.70539166666667,35.590983333333334,
<Kio_University>,2003.0,34.54666666666667,135.72333333333333,
<Kirkby_International_College>,2014.0,2.9105,101.6531411,
<Kirkhof_College_of_Nursing>,1973.0,,,
<Kirkland_College>,1968.0,,,
<Kirkpatrick_Auditorium>,1928.0,35.49472222222222,-97.53972222222222,
<Kirkwood_Community_College>,1966.0,,,
"<Kirodimal_Institute_of_Technology,_Raigarh>",2000.0,,,
<Kirti_M._Doongursee_College>,1954.0,,,
<Kirtland_Community_College>,1966.0,44.4908,-84.4144,Be the future
<Kiryu_University>,1901.0,36.37884722222222,139.29564166666665,
"<Kish_International_Campus,_University_of_Tehran>",2007.0,26.566291666666668,53.95545277777778,میاسای ز آموختن یک زمان
<Kishwaukee_College>,1968.0,,,
<Kisii_School>,1934.0,-0.687,34.7845,
<Kisii_University>,2013.0,,,Fons Scientiae
<Kismayo_University>,2005.0905,,,Towards a brighter future
<Kitami_Institute_of_Technology>,1966.0,43.8235981,143.9032602,
<Kitasato_University>,,35.642558333333334,139.72563055555557,
<Klaipėda_University>,1991.0,55.72459166666667,21.12378888888889,
<Knight-Hennessy_Scholars>,2016.0,,,
"<Knox_College,_Toronto>",1844.1105,43.66138888888889,-79.39652777777779,Verbum dat lucem
<Knox_College_(Illinois)>,1837.0215,40.942953,-90.370982,Veritas
<Knox_Theological_Seminary>,1989.0,,,
<Knoxville_College>,1875.1216,35.97,-83.94583333333334,Let There Be Light
<KoGuan_Law_School>,1901.0,,,
<Kobe_City_College_of_Nursing>,1959.0,34.686388888888885,135.0525,
<Kobe_City_University_of_Foreign_Studies>,1946.0,34.67972222222222,135.0602777777778,
<Kobe_College>,1875.0,34.76083333333333,135.35194444444443,
<Kobe_Design_University>,1989.0,34.677499999999995,135.05694444444447,
<Kobe_Gakuin_University>,1966.0,34.66416666666667,135.02805555555557,
<Kobe_Institute_of_Computing>,2005.0,34.69897222222222,135.19322222222223,
<Kobe_Shoin_Women's_University>,1892.0,34.727333333333334,135.22958333333332,
<Kobe_Shukugawa_Gakuin_University>,2007.0,34.66555555555556,135.20444444444442,
<Kobe_Tokiwa_University>,2008.0,34.66546111111111,135.14135,
<Kobe_University>,1949.0,34.72805555555556,135.23472222222222,
<Kobe_Yamate_College>,1950.0,,,
<Koblenz_University_of_Applied_Sciences>,1996.0,,,
<Kocaeli_University>,1976.0,40.7661,29.9394,Umudun Merkezi
