id,title,kind_id,production_year,episode_nr
4328,Bruinisse,7,1993.0,
845,(2004-09-07),7,2004.0,
864,(#1.4),7,1971.0,4.0
4685,(#1.5),7,2012.0,5.0
5703,Game 3,7,1972.0,
148,"Laguna Beach, CA",7,2003.0,13.0
4870,Alex,7,2012.0,5.0
2379,¿Estás sola?,7,2012.0,62.0
629,Mixed Doubles,7,2007.0,5.0
2712,1933 - Hitlers Machterschleichung,7,1999.0,1.0
3195,Keeping It in the Family,7,2008.0,
1232,(#2.17),7,2011.0,17.0
4124,La escuelita,7,2006.0,
889,...og ikke nok med det,2,1995.0,
2669,Världens roligaste ögonblick 20-11,7,2005.0,9.0
4706,Fort Fear,7,2009.0,4.0
3248,Shipwrecked,7,1997.0,20.0
2178,"Look Out Barbie, Here Comes Kelly",7,2005.0,26.0
5182,Things Are Changing,7,2013.0,
5833,Game 3,7,1980.0,
4603,Wymiana miedzynarodowa,7,2000.0,27.0
5066,Duggar Grandson on Board,7,2011.0,1.0
3739,Native,7,2000.0,5.0
4163,"A Great Distance in the Wind, the Sky at Dawn: Part 5",7,2002.0,27.0
3746,Photo You,7,1999.0,8.0
3851,11 tras el balón,2,2003.0,
4551,NSB,7,2009.0,3.0
3999,Møgunger,7,2011.0,1.0
4526,(2007-05-22),7,2007.0,
3755,Sea Vitamins,7,1998.0,4.0
1201,(#1.20),7,2010.0,20.0
2297,10-nen saki mo kimi ni koishite,2,2010.0,
4332,De dode hoek - Weesp,7,1996.0,
2626,Top Ten,7,2005.0,
1295,(#3.38),7,2012.0,38.0
2238,The Homecoming Queen Gets Her Crown Back,7,2008.0,29.0
1223,(#1.9),7,2010.0,9.0
1250,(#2.33),7,2011.0,33.0
4512,Where's the Ticket?,7,1989.0,1.0
2305,(2009-12-21),7,2009.0,
1972,(2012-02-25),7,2012.0,
1831,William Shakespeare - Macbeth,7,2012.0,2.0
3690,A Smashing Night Out,7,1994.0,6.0
5255,(2008-10-06),7,2008.0,
1109,Wagon pocztowy,7,1981.0,2.0
1397,(1970-03-16),7,1970.0,
453,Opoes Rapsody,7,2011.0,8.0
2008,"Birds, Bees & Byson",7,2011.0,4.0
3410,(2005-08-10),7,2005.0,
4415,Verkeerd ingeschat,7,1991.0,
89,Coldplay,7,2002.0,
3324,Indiana Jeff & the Temple of Boom!,7,2011.0,5.0
1266,(#3.10),7,2011.0,10.0
2571,Doggie Do Right,7,2002.0,1.0
4924,Darrere d'una mentida sempre hi ha una veritat,7,2003.0,2.0
4040,Especial de Salsa,7,2013.0,
727,(#1.12),7,2008.0,12.0
4634,Prawdziwi glinarze,7,1998.0,12.0
1840,(2005-03-18),7,2005.0,
1948,(2011-06-04),7,2011.0,
1928,(#3.3),7,,3.0
5030,"20 Years, 20 Duggars",7,2009.0,15.0
2313,Bola de saque,7,2012.0,44.0
3048,Toe Jammed,7,2008.0,
1922,(#3.18),7,,18.0
3055,"Wait, Don't Tell Me - You're Dead!",7,2008.0,14.0
1627,Try Again,7,2005.0,10.0
2401,Kids: Part 1,7,2001.0,1.0
1826,Nick Hornby: Uskollinen äänentoisto,7,2009.0,2.0
4928,Dues dones i un destí,7,2003.0,8.0
5543,Game 1,7,1954.0,
4777,A vista de paxaro,7,2012.0,4.0
2590,Slam Punk,7,,5.0
1513,Jeff Stewart,7,2011.0,37.0
3286,(#1.10),7,2007.0,10.0
1135,Tamashii no iro wa eien ni...,7,2009.0,9.0
1238,(#2.22),7,2011.0,22.0
1425,(#1.16),7,2007.0,16.0
566,Verstand op nul,7,1999.0,4.0
5410,(2005-09-11),7,2005.0,
4161,"A Great Distance in the Wind, the Sky at Dawn: Part 3",7,2002.0,25.0
2417,100 Days to Heaven,2,2011.0,
5990,Game 3,7,1989.0,
5468,PH Pearse,7,2010.0,7.0
5608,Game 3,7,1962.0,
921,Missing,7,2006.0,10.0
4196,"Shadow of the Moon, Sea of the Shadow: Part 9",7,2002.0,9.0
2510,Madam Anna Hits Two Birds with One Stone as She Takes Sophia and the Gang to a Resort,7,2011.0,82.0
301,Desperate Doings in the Dungeon,7,1988.0,1.0
3696,Apple Opera,7,1999.0,1.0
4032,UFO tokushû dai 5 dan!!,7,1987.0,
1114,07-Ghost,2,2009.0,
508,Een buurman mag niet huilen,7,1999.0,2.0
4162,"A Great Distance in the Wind, the Sky at Dawn: Part 4",7,2002.0,26.0
5007,16mm,2,1999.0,
749,(#2.9),7,2009.0,9.0
4778,Altamente perigoso,7,2012.0,1.0
680,Her Lover,7,2006.0,
5369,1821,2,2011.0,
5052,Designing Duggars,7,2009.0,27.0
5730,Game 4,7,1973.0,
4475,Ordre,7,2008.0,3.0
3067,Och hans namn var döden - Medeltiden,7,1980.0,1.0
4045,(#1.4),7,,4.0
4745,15 Storeys High,2,2002.0,
2948,"Cure for the Common Death, Part II",7,2010.0,
1400,1 to Remember with Brian Kennedy,2,2006.0,
1766,First Time,7,2008.0,4.0
318,Michelle's Secret Love,7,1988.0,10.0
1237,(#2.21),7,2011.0,21.0
561,Val es effe lekker dood,7,2003.0,8.0
2154,Gray to Glamorous,7,2005.0,11.0
4756,The Sofa,7,2002.0,1.0
4087,Especial de los Setentas,7,2011.0,21.0
2564,Big Dog,7,2000.0,18.0
2543,"Time for Anna to Make It Up for Her Former Employee, Gina",7,2011.0,25.0
1184,Der Gaststar,7,2007.0,1.0
5072,Duggar Mountain Way,7,2010.0,14.0
1869,(#1.12),7,2011.0,12.0
3948,(#1.9),7,2008.0,9.0
2380,¿Follamos?,7,2011.0,20.0
15,Still Close Until the End,7,2012.0,8.0
1668,10 Days to War,2,2008.0,
1102,Morderca dziala noca,7,1984.0,3.0
5306,Old Wives' Tale,7,2001.0,4.0
5739,Game 7,7,1973.0,7.0
333,Savile Row to the Rescue,7,1984.0,3.0
3862,El intercambio,7,2011.0,1.0
4669,Gerani a l'hivern,7,1987.0,1.0
3161,(#3.79),7,2009.0,79.0
2795,Padres vs Hijos,7,2005.0,9.0
571,Waar de zon niet schijnt.,7,2001.0,8.0
557,Te ziek voor woorden,7,2000.0,3.0
3717,Galleria,7,1993.0,5.0
4058,(2009-05-29),7,2009.0,
5568,Game 5,7,1957.0,
3932,(#1.75),7,2008.0,75.0
5859,Game 3,7,1981.0,
1051,Malte Sartorius - Venedig,7,2008.0,
1299,(#3.41),7,2012.0,41.0
397,The Man of the House,7,2007.0,7.0
2157,Guilty of Needing a Makeover,7,2005.0,9.0
5794,Game 3,7,1977.0,
122,"Asheville, NC",7,2004.0,9.0
1227,(#2.12),7,2010.0,12.0
4907,Myranda,7,2012.0,7.0
3214,"Dalmatian Vacation, Part 1: Road Warriors",7,1998.0,50.0
430,Almere,7,2013.0,6.0
5971,Game 4,7,1988.0,
4782,Ciencia criminal,7,2012.0,22.0
2439,Anna Decided to Keep Her Latest Discovery from Sophia,7,2011.0,90.0
5175,Schoolhouse Duggars,7,2011.0,4.0
5086,Duggars and Sluggers,7,2010.0,18.0
2689,1906 - Das Erdbeben von San Francisco,7,1999.0,4.0
3769,The Doc,7,1994.0,1.0
5195,(2005-01-27),7,2005.0,
592,The In-Law Murders,7,2007.0,11.0
5855,Game 5,7,1981.0,
1401,1 voor de verkiezingen,2,2012.0,
780,(2008-02-23),7,2008.0,
434,Brand in Mokum,7,2013.0,1.0
5091,Duggars Deliver,7,2011.0,10.0
3917,(#1.5),7,2008.0,5.0
154,"Memphis, TN",7,2003.0,8.0
728,(#1.13),7,2008.0,13.0
2544,"To Bobby's Great Dismay, Sophia Refuses to Help with the Company's Problem",7,2011.0,65.0
4276,The Threat,7,1965.0,25.0
1652,(#1.3),7,2008.0,3.0
2433,Anna and Sophia Put the Villanueva Brothers in a One of a Kind Sit Down to Resolve Their Issues,7,2011.0,15.0
5413,(2010-08-02),7,2010.0,
4965,(#3.3),7,2007.0,3.0
3909,(#1.33),7,2008.0,33.0
2259,3,7,,3.0
3208,Channels/Un-lucky,7,1998.0,42.0
2585,Personal Trainer,7,2001.0,3.0
4026,Ôma ga toki,7,2009.0,8.0
5884,Game 3,7,1983.0,
5862,1982 American League Championship Series,2,1982.0,
2719,1938 - Die Pogromnacht,7,1999.0,8.0
231,All About Food,7,2006.0,3.0
5988,1989 National League Championship Series,2,1989.0,
1152,(2007-04-05),7,2007.0,
5134,Duggars Take a Dip,7,2010.0,16.0
5332,(2012-06-21),7,2012.0,
5931,Game 3,7,1985.0,
3232,Humanitarian of the Year,7,1998.0,38.0
1646,Top Ten Decks,7,2012.0,5.0
873,Die Ernte,7,1985.0,9.0
3120,(#2.37),7,2007.0,37.0
2957,Death Be Not Stupid,7,2009.0,9.0
1319,(#4.21),7,2013.0,21.0
4179,"Sea of the Wind, Shore of the Labyrinth: Part 2",7,2002.0,16.0
5905,Game 3,7,1984.0,
2129,Fashion 9-1-1,7,2005.0,16.0
2081,24-Hour Makeover,7,2005.0,13.0
3814,(#1.21),7,,21.0
4765,(#1.2),7,2011.0,2.0
1470,(#1.13),7,2007.0,13.0
4050,(2004-11-15),7,2004.0,
4966,(#3.4),7,2007.0,4.0
2225,Sizing Down and Looking Up,7,2005.0,27.0
2336,Flechazo,7,2011.0,25.0
439,Een kastelein is ook maar een mens,7,2007.0,5.0
4290,Auraphull,7,2006.0,6.0
3695,Applause,7,1989.0,2.0
337,Swiftly and with Style,7,1985.0,4.0
399,'n Shrink,2,2009.0,
719,(#2.3),7,2012.0,3.0
3528,T.I. Hosts,7,2007.0,
5585,Game 6,7,1959.0,
4148,1942: Kriegswende und Endlösung,7,,10.0
1356,(#1.4),7,2006.0,4.0
3732,"Love, Love, Love",7,1994.0,5.0
975,Yukemuri no wana,7,2003.0,6.0
1459,(#2.5),7,,5.0
5491,Das Ende,7,2005.0,3.0
68,You Can't Handle the Truce,7,2010.0,10.0
5943,Game 7,7,1986.0,
3086,(#1.11),7,2007.0,11.0
3655,Psithyroi,7,2006.0,9.0
3810,(#1.18),7,,18.0
183,"Saratoga, NY",7,2004.0,26.0
3514,Lloyd's New Joint of the Day 'You',7,2006.0,
5819,Game 2,7,1979.0,
2369,"Señor, por favor",7,2011.0,17.0
1332,Naked Edition,7,2012.0,20.0
3227,Hail to the Chief/Food for Thought,7,1997.0,27.0
2617,Astronomy,7,2005.0,
2688,1903 - Der Traum vom Fliegen,7,1999.0,3.0
5979,(#1.1),7,1988.0,1.0
1750,The Savvy Saver,7,2009.0,4.0
4545,Engeland,7,2009.0,4.0
4034,(#1.1),7,2007.0,1.0
4544,Een stad in brand,7,2009.0,1.0
2514,Miranda Is Very Worried with Her Dark Secret,7,2011.0,78.0
4615,Dwie Zofie,7,1997.0,8.0
3852,11 Uhr 20,2,1970.0,
1835,(2005-03-09),7,2005.0,
5723,Game 3,7,1973.0,
5591,1960 World Series,2,1960.0,
720,(#2.4),7,2012.0,4.0
4970,(#3.8),7,2007.0,8.0
1265,(#3.1),7,2011.0,1.0
2019,2004 Indianapolis 500,7,2004.0,5.0
2310,Año nuevo,7,2011.0,39.0
1402,(#1.1),7,2012.0,1.0
902,"...Ystera, irthan oi melisses",2,2000.0,
1317,(#4.2),7,2012.0,2.0
1950,(2011-06-18),7,2011.0,
4503,Monique Turns 40,7,1990.0,9.0
2122,"Dawn, Ellen, Catherine",7,2008.0,70.0
4279,Then Came the Mighty Hunter,7,1965.0,3.0
4497,A Day in the Life,7,1989.0,3.0
224,The Morning After,7,2010.0,7.0
4558,(2011-02-15),7,2011.0,
5480,Przelom,7,2011.0,12.0
1965,(2011-11-19),7,2011.0,
5259,15 Minutes of Shame,7,2011.0,2.0
5863,Game 1,7,1982.0,
5126,Duggars Rock & Record,7,2011.0,4.0
4537,(2011-09-09),7,2011.0,
1069,Rock alternatif français,7,2009.0,
1262,(#2.7),7,2010.0,7.0
293,An Almighty Bang,7,1991.0,2.0
220,House of God,7,2010.0,6.0
5395,(#2.10),7,2013.0,10.0
1377,(#1.7),7,2010.0,7.0
1004,2.Fest der Kulturen,7,2011.0,8.0
5232,Das Turnier,7,2007.0,6.0
5623,Game 5,7,1964.0,
746,(#2.6),7,2009.0,6.0
823,... With Micah Luke and Robert Kitchen,2,2012.0,
3774,The Gypsy Worker,7,1989.0,7.0
5188,(#1.1),7,2011.0,1.0
5492,Der Krieg im Osten,7,2005.0,1.0
3832,(#1.9),7,2011.0,9.0
4860,'Life After Labor' Finale Special,7,2010.0,21.0
822,Die Zwergschule,7,1981.0,6.0
3016,North by Northwaste,7,2012.0,
5362,(#1.7),7,2005.0,7.0
3863,11/22/63,2,,
3574,Médaillés d'âge d'or,7,2010.0,
967,Hokai no ashioto,7,2003.0,9.0
3687,A Little Bit Extra,7,1989.0,7.0
5121,Duggars on Safari,7,2009.0,4.0
5745,1974 National League Championship Series,2,1974.0,
1091,0597 da ocupado,2,1968.0,
4137,¿Si o No?,7,2011.0,5.0
4893,Kailyn,7,2010.0,10.0
2923,(1968-12-28),7,1968.0,
4849,The Powers That Be,7,2005.0,15.0
1009,Arnulf Ratings Stresstest Deutschland,7,2012.0,
3442,(2010-11-09),7,2010.0,
4578,Napad na bank,7,2000.0,33.0
2651,De sämsta idéerna 1975-2004,7,2006.0,5.0
3222,Fountain of Youth/Walk a Mile in my Tracks,7,1997.0,25.0
4147,1941: Ostfront und Völkermord,7,,9.0
3051,Unforced Errors,7,2008.0,4.0
787,(2008-04-19),7,2008.0,
1187,1 Gay 5 Queens,2,2013.0,
3066,Med en kraft av inre eld - 1800-talet,7,1980.0,5.0
3156,(#3.74),7,2008.0,74.0
3620,I symfonia tou aimatos,7,2004.0,9.0
4193,"Shadow of the Moon, Sea of the Shadow: Part 6",7,2002.0,6.0
1703,Fresh Beginnings,7,2010.0,11.0
5286,A Family Upside Down,7,2001.0,18.0
2833,100 Per Cent,2,1992.0,
5141,"Duggars, Dates, and Dan",7,2011.0,11.0
3448,(2011-04-11),7,2011.0,
2825,Keiko Kishi,7,2009.0,
3586,-18°C,7,2007.0,26.0
4461,Bibí,7,2009.0,10.0
4487,Green Are the Leaves,7,,
5333,180 grader,2,1994.0,
474,Alleen thuis,7,2003.0,2.0
4114,Rumbo al altar,7,2006.0,
5984,Game 2,7,1989.0,
5639,1967 World Series,2,1967.0,
2583,Meet the New Boss,7,2000.0,14.0
5804,Game 2,7,1977.0,
4747,Car Boot and Pigeon Shit,7,2004.0,2.0
2335,El valor de las cosas,7,2012.0,56.0
2755,1969 - Aufbruch zum Mond,7,1999.0,1.0
782,(2008-03-06),7,2008.0,
2672,Världens roligaste ögonblick 50-41,7,2005.0,6.0
4235,In Search of My Enemy,7,1965.0,16.0
143,"Ft. Lauderdale, FL",7,2005.0,22.0
2117,Chubby No More,7,2005.0,37.0
5229,18 - Allein unter Mädchen,2,2004.0,
3371,(2005-03-28),7,2005.0,
5573,Game 2,7,1958.0,
5078,Duggars Act Out,7,2011.0,5.0
4606,Znacz(o)ne pieniadze,7,2000.0,25.0
1825,Märta Tikkanen: Vuosisadan rakkaustarina,7,2009.0,6.0
773,(2006-06-03),7,2006.0,
5736,Game 4,7,1973.0,4.0
5077,Duggar Weight Loss Challenge,7,2013.0,5.0
5201,(2005-02-18),7,2005.0,
979,009-1,2,2006.0,
326,Prisoners of War,7,1987.0,1.0
219,Her Idea,7,2010.0,4.0
3902,(#1.27),7,2008.0,27.0
3721,Hell for Leather,7,1993.0,7.0
2662,Sveriges skönaste människor: Småland,7,2006.0,7.0
5836,1980 Presidential Debates,2,1980.0,
4351,Even een patatje halen (Zwolle),7,1991.0,
5528,Game 1,7,1952.0,
5236,Die Willkommens-Party,7,2004.0,2.0
2516,Miranda Notices Sophia's Alarming Absence in the Midst of The Toy Company's Challenging Times,7,2011.0,34.0
838,(2004-08-04),7,2004.0,
4530,(2007-09-24),7,2007.0,
194,Vermont,7,2003.0,1.0
5916,Game 3,7,1984.0,
2841,Dieter Bohlen,7,2006.0,5.0
4707,Meet the Mastermind,7,2009.0,1.0
3888,(#1.14),7,2008.0,14.0
3780,The Room,7,1992.0,2.0
1433,(#1.24),7,2007.0,24.0
4237,Massacre,7,1966.0,2.0
1158,1 Day with...,2,2004.0,
4879,Christina,7,2010.0,16.0
3334,Boku no megami yo!,7,1991.0,11.0
516,Geef je over,7,1995.0,4.0
4090,Especial de Mascaras,7,2011.0,27.0
2922,(1959-02-22),7,1959.0,
2545,"To Make Up for Her Cruelty, Anna Starts Her Life Over as a Child",7,2011.0,2.0
2133,Finding Her Hidden Value,7,2008.0,51.0
2176,"Linda, Tracy, Dashia",7,2008.0,57.0
4409,Time-Out,7,1996.0,
1450,(#2.1),7,2008.0,1.0
858,(#1.5),7,2007.0,5.0
4282,To Seek and Destroy,7,1966.0,10.0
265,The Lower East Side,7,2004.0,8.0
1808,Aravind Adiga: Valkoinen tiikeri,7,2011.0,10.0
1445,(#1.5),7,2007.0,5.0
232,All Around Town,7,,5.0
1585,Cut,7,2006.0,16.0
3895,(#1.20),7,2008.0,20.0
153,"Maui, Hawaii",7,2003.0,9.0
5135,Duggars Under the Knife,7,2009.0,19.0
2754,1968 - Worte gegen Panzer,7,1999.0,14.0
891,...und im Keller gärt es,2,1995.0,
636,Raisinette in the Sun,7,2008.0,11.0
61,Pilot,7,2010.0,1.0
5563,1957 World Series,2,1957.0,
5517,Game 2,7,1950.0,
560,Toen was geluk nog ver te zoeken,7,1998.0,13.0
896,Hexenschuß,7,1995.0,1.0
807,(2008-11-22),7,2008.0,
4130,Horror en Quilicura,7,2011.0,10.0
3258,The Making of...,7,1998.0,43.0
215,B-Side: Seattle's Vortex,7,2010.0,
5378,18:30,2,1995.0,
3777,The Monochrome Man,7,1990.0,8.0
3665,Ta genethlia,7,2006.0,6.0
2874,(#1.5),7,,5.0
3792,Touching Humanity,7,1992.0,7.0
179,San Francisco,7,2002.0,5.0
1484,(#1.9),7,2006.0,9.0
2383,(#1.2),7,2001.0,2.0
2716,1937 - Das Zeppelin-Inferno,7,1999.0,5.0
1182,1 Euro TV,2,2005.0,
1085,Thema YouTube im Literarischen Salon,7,2007.0,
4599,Szkola filmowa - czesc 2,7,2000.0,35.0
5095,Duggars Down the Aisle,7,2012.0,
3141,(#2.58),7,2008.0,58.0
266,The Music Lovers Episode,7,2005.0,5.0
2887,(2001-09-14),7,2001.0,
4462,Bon rotllo,7,2009.0,2.0
645,Snore Loser,7,2010.0,12.0
1416,(#1.9),7,2012.0,9.0
3466,(2011-05-23),7,2011.0,
357,The Gestapo Ruins a Picnic,7,1991.0,5.0
3575,Néo-Grano,7,2010.0,
3124,(#2.41),7,2007.0,41.0
5144,First GrandDuggar,7,2009.0,17.0
684,Death Wish,7,1961.0,9.0
5089,Duggars Bowled Over,7,2009.0,11.0
5441,(2011-03-06),7,2011.0,
2257,10,7,,10.0
551,Reisje naar Parijs,7,1994.0,4.0
5138,Duggars' Big Thaw,7,2009.0,13.0
2304,100 Best Videos Ever,2,2007.0,
5498,Game 4,7,1947.0,
391,Of Papers and Patois,7,2009.0,3.0
5490,1945 - Schlachtfeld Deutschland,2,2005.0,
429,'t Schaep Met De 5 Pooten,2,2006.0,
4303,Prolegomenon,7,2006.0,13.0
745,(#2.5),7,2009.0,5.0
3241,Our Own Digs/Goose Pimples,7,1997.0,5.0
3244,Prima Doggy,7,1997.0,
4185,"Shadow of the Moon, Sea of the Shadow: Part 1",7,2002.0,1.0
1177,Tamara Braun,7,2005.0,8.0
5445,(2011-04-10),7,2011.0,
289,A Quiet Honeymoon,7,1991.0,1.0
2116,"Check My ID, Please!",7,2004.0,4.0
3309,101 Ways to Get Rejected,2,2013.0,
3701,Bill Posters Is Innocent,7,1989.0,3.0
763,(2005-04-23),7,2005.0,
4118,Valentines Day special,7,2011.0,
2370,Sin más,7,2011.0,27.0
5995,(#1.11),7,1965.0,11.0
4224,Face of a Shadow,7,1966.0,3.0
3896,(#1.21),7,2008.0,21.0
5443,(2011-03-27),7,2011.0,
5127,Duggars Rock the Vote,7,2011.0,2.0
5655,1969 American League Championship Series,2,1969.0,
2195,"Oh, to Be a Kid Again!",7,2008.0,7.0
617,Everybody Digs Doug,7,2007.0,9.0
613,Doug and Ally Return,7,2009.0,1.0
4330,Concert in Cadzand (Vlissingen),7,1991.0,
2118,"Cindy, Peggy, Akil",7,2008.0,77.0
3874,(#1.100),7,2009.0,100.0
1942,(2011-04-23),7,2011.0,
3659,Se steno oikogeneiako kyklo,7,2005.0,16.0
3550,106 & Park: Prime,2,2003.0,
4182,"Sea of the Wind, Shore of the Labyrinth: Part 5",7,2002.0,19.0
4336,De muziekdoos (Uithoorn),7,1992.0,
3003,"If You're Dead, Leave a Message and We'll Get Back to You",7,2011.0,14.0
3614,Horis eleos,7,2006.0,33.0
2080,(#4.1),7,2009.0,1.0
1503,Debbie Smith,7,2010.0,11.0
574,Winst en verlies,7,1995.0,1.0
5667,Game 4,7,1969.0,
3809,(#1.17),7,,17.0
1609,Paper Anniversary,7,2005.0,17.0
672,The Wedding,7,2010.0,21.0
4072,Especial de caberet,7,2010.0,29.0
3685,A Drowning Silence,7,1991.0,7.0
1984,(2012-07-07),7,2012.0,
2881,100% cine,2,2001.0,
4454,127 wensen: op reis met...,2,2003.0,
290,A Winkle in Time,7,1992.0,6.0
1563,Peru,7,2007.0,9.0
1580,And the Walls Come Tumbling Down,7,2005.0,5.0
1145,(#1.1),7,2002.0,1.0
2562,All Howls Eve,7,1999.0,4.0
440,Ellie,7,2009.0,7.0
2630,100 Greatest Songs of the 00s,7,2011.0,1.0
3376,(2005-04-11),7,2005.0,
5560,Game 5,7,1956.0,
2004,Most Stylin Stars,7,2012.0,
388,Love Can't Wrap Up in a Paper,7,2007.0,5.0
4978,De uitslag,7,2006.0,20.0
513,Een zware meevaller,7,1994.0,8.0
1917,(#2.9),7,,9.0
287,A Fistful of Francs,7,1992.0,6.0
2293,Lucy in the Sky,7,2003.0,11.0
3524,Reign Over Me Movie Preview,7,2007.0,
614,Dream Weaver,7,2006.0,7.0
3461,(2011-05-16),7,2011.0,
4786,Dúas mareas,7,2012.0,1.0
4444,Chapter IV,7,1977.0,4.0
1655,(#1.6),7,2008.0,6.0
2171,Jazzing Up Jim,7,2005.0,43.0
946,Evidence,7,2002.0,15.0
4427,Act Like a Man,7,2010.0,1.0
2680,Världens skönaste land - Del 4,7,2008.0,4.0
4131,Inocencia asesinada,7,2011.0,12.0
5351,När segrarna skriver historien,7,2009.0,13.0
2717,"1937 - Stalin, der Diktator",7,1999.0,6.0
3045,Tipping Point,7,2012.0,
3354,(2004-10-01),7,2004.0,
1523,Marty Yu,7,2010.0,19.0
1504,Denise Carter,7,2010.0,6.0
2861,100 års barndom,2,1997.0,
2211,Raring to Risk,7,2005.0,28.0
5896,Game 5,7,1983.0,
4796,S.I.R.,7,2012.0,6.0
4129,Golpe Militar 11 del 73,7,2011.0,9.0
208,Skills of the Father,7,2009.0,5.0
1272,(#3.16),7,2012.0,16.0
5329,Wages of Sin,7,2000.0,14.0
4752,The Baby,7,2004.0,5.0
4550,Na de oorlog,7,2010.0,13.0
4127,Balas para el General,7,2011.0,7.0
5845,Game 6,7,1980.0,
4742,(#1.2),7,2005.0,2.0
4382,Meeveren (Barneveld),7,1997.0,
1234,(#2.19),7,2011.0,19.0
2797,Rosa Salvaje vs Mundo de Jugete,7,2004.0,1.0
3606,Enas isyhos anthropos,7,2007.0,15.0
3018,Parking Whores,7,2011.0,
3984,(#1.1),7,2013.0,1.0
5740,1974 American League Championship Series,2,1974.0,
2172,Keep on Truckin',7,2005.0,34.0
4727,(#1.9),7,2011.0,9.0
609,Coupon Bob,7,2010.0,36.0
1590,Double Take,7,2006.0,17.0
4651,13 Queens Boulevard,2,1979.0,
5183,"Trading Places, Duggar Style",7,2008.0,8.0
5238,Dunkle Geheimnisse,7,2007.0,3.0
3178,Give Until It Hurts/Ali Baba and the Forty Thieves,7,2010.0,6.0
3557,5 étoiles sur le pouce,7,2011.0,
5173,Royal Duggars,7,2011.0,
4584,Nowe pokolenie,7,2000.0,41.0
5677,1970 World Series,2,1970.0,
654,The Bachelor Party,7,2007.0,15.0
5117,Duggars on a Double Date,7,2009.0,16.0
1569,Folge 4,7,2009.0,
4506,Tabloid Time,7,1989.0,5.0
2974,Death: One Size Fits All,7,2011.0,16.0
2871,1990-: De begavede burhøns,7,1997.0,10.0
538,Kleren maken de man,7,1996.0,10.0
4761,(#1.10),7,2011.0,10.0
5,Is the Grass Greener?,7,2006.0,1.0
5814,Game 2,7,1978.0,
3146,(#2.63),7,2008.0,63.0
3026,Scuba Vacation,7,2011.0,
5526,Game 6,7,1951.0,
1712,Going for Green,7,2011.0,9.0
4534,(2011-09-06),7,2011.0,
3037,"The Good, the Bad and the Dead",7,2009.0,8.0
11,#ByMySide,2,2012.0,
1466,(#1.1),7,2006.0,1.0
2101,Back in Business,7,2008.0,75.0
5685,Game 2,7,1971.0,
5295,Crossing the Line,7,2001.0,17.0
973,Tanabata no yoru,7,2003.0,4.0
642,Sex for Furniture,7,2006.0,2.0
1071,"Rufus Beck, die deutsche Hörbuch-Stimme von Harry Potter",7,2008.0,
334,Six Big Boobies,7,1985.0,1.0
3967,Florian gerät in Lebensgefahr,7,2008.0,50.0
603,Can't Elope,7,2010.0,16.0
3366,(2005-03-16),7,2005.0,
2826,Miyazaki Hayao,7,2008.0,
352,The Funeral,7,1984.0,5.0
4010,Freie Liebe,7,2005.0,4.0
345,The Dance of the Hitler Youth,7,1984.0,7.0
438,De bruiloft,7,2013.0,8.0
2753,1968 - Der Todesschuß,7,1999.0,13.0
3265,Virtual Lucky,7,1997.0,34.0
449,Jacqueline,7,2009.0,4.0
3093,(#1.18),7,2007.0,18.0
3348,(2002-03-01),7,2002.0,
3363,(2005-03-03),7,2005.0,
881,Wer anderen eine Grube gräbt,7,1985.0,6.0
1912,(#1.7),7,2010.0,7.0
535,Jeugdzonde,7,1997.0,10.0
4673,La reina de la selva,7,1987.0,3.0
1556,Canada,7,2007.0,13.0
1491,(#2.7),7,2008.0,7.0
734,(#1.7),7,2008.0,7.0
1510,Jacob Bechtold,7,2010.0,14.0
527,Het is toch familie,7,1997.0,7.0
4667,El mateix paisatge,7,1987.0,4.0
523,Het begin,7,1994.0,1.0
3671,To hroma tou misous,7,2006.0,31.0
1030,Gartenlust im Georgengarten,7,2009.0,
336,Swan Song,7,1992.0,7.0
986,Minato,7,2006.0,7.0
1304,(#3.8),7,2011.0,8.0
2782,1995 - Mord an Yitzhak Rabin,7,1999.0,6.0
166,New York: Holidays,7,2005.0,25.0
4872,Amber,7,2009.0,3.0
5693,Game 1,7,1971.0,1.0
247,Eastern Queens,7,,4.0
5059,Duggar Campout,7,2011.0,3.0
950,Net Slum,7,2002.0,24.0
4693,13. komnata Jana Nedveda,7,2006.0,
2822,Danshi Tatekawa,7,2009.0,
2686,1900 - Es lebe das Jahrhundert!,7,1999.0,1.0
5233,Der Glaube an sich,7,2007.0,8.0
1168,Ingo Rademacher,7,2004.0,1.0
521,Haar van boven,7,1995.0,2.0
275,(#1.3),7,1979.0,3.0
771,(2006-05-20),7,2006.0,
778,(2008-02-09),7,2008.0,
638,Second Marriage Guy,7,2008.0,14.0
774,(2006-10-07),7,2006.0,
4897,Kristina,7,2012.0,11.0
2587,Return of Gigi,7,2000.0,13.0
5877,Game 4,7,1982.0,
5068,Duggar Heavy Metal,7,2010.0,15.0
2010,Imaginary Bitches,7,2011.0,6.0
5384,(#1.1),7,2011.0,1.0
3697,Archie Gets a Clip,7,1993.0,4.0
3986,(#1.4),7,2013.0,4.0
5319,The Cage,7,2001.0,16.0
2409,Queenie and Joe,7,2001.0,13.0
4405,Spookrijder (Mijdrecht),7,1997.0,
2398,It's About Love,7,2002.0,18.0
4300,Meaty Dreamy,7,2006.0,8.0
4483,A Gift of Murder,7,,
3601,Eisvoli,7,2005.0,4.0
