company_id,company_name,country_code,movie_id,color_info,languages,countries,release dates
46,RTL Klub Televízió,hu,1629,Color,English,USA,08/11/2003
127,Kabel 1,de,1630,Color,English,USA,30/01/2005
125,Lifetime Television,us,1630,Color,English,USA,30/01/2005
46,RTL Klub Televízió,hu,1630,Color,English,USA,30/01/2005
127,Kabel 1,de,1631,Color,English,USA,22/11/2003
125,Lifetime Television,us,1631,Color,English,USA,22/11/2003
46,RTL Klub Televízió,hu,1631,Color,English,USA,22/11/2003
128,TV2 Danmark,dk,1632,Color,Danish,Denmark,17/08/2012
129,KIKA,de,1636,Color,Spanish,Germany,27/09/2005
69,Televisión Española (TVE),es,1636,Color,Spanish,Germany,27/09/2005
130,DIY Network,us,1637,Color,English,USA,04/10/2011
130,DIY Network,us,1643,Color,English,USA,14/04/2012
131,TBS Superstation,us,1656,Color,English,USA,26/01/2008
132,Comcast,us,1667,Color,English,Unkown,01/01/1800
27,British Broadcasting Corporation (BBC),gb,1668,Color,English,UK,10/03/2008
133,NHK,jp,1668,Color,English,UK,10/03/2008
134,YLE Export,fi,1677,Color,English,Finland,13/09/2003
135,Fuse Network,us,1757,Color,English,USA,19/02/2008
36,CanWest Global Television Network,ca,1760,Color,English,USA,27/11/2006
46,RTL Klub Televízió,hu,1760,Color,English,USA,27/11/2006
52,Sony Pictures Home Entertainment,us,1760,Color,English,USA,27/11/2006
136,Turner Broadcasting System (TBS),us,1760,Color,English,USA,27/11/2006
46,RTL Klub Televízió,hu,1761,Unkown,English,USA,19/02/2008
46,RTL Klub Televízió,hu,1762,Unkown,English,USA,25/12/2006
46,RTL Klub Televízió,hu,1763,Unkown,English,USA,17/02/2009
46,RTL Klub Televízió,hu,1764,Unkown,English,USA,15/01/2008
46,RTL Klub Televízió,hu,1765,Unkown,English,USA,13/01/2009
46,RTL Klub Televízió,hu,1766,Unkown,English,USA,05/02/2008
46,RTL Klub Televízió,hu,1767,Unkown,English,USA,22/01/2008
46,RTL Klub Televízió,hu,1768,Unkown,English,USA,11/12/2006
46,RTL Klub Televízió,hu,1769,Unkown,English,USA,26/02/2008
46,RTL Klub Televízió,hu,1770,Unkown,English,USA,27/01/2009
46,RTL Klub Televízió,hu,1771,Unkown,English,USA,24/02/2009
46,RTL Klub Televízió,hu,1772,Unkown,English,USA,20/01/2009
46,RTL Klub Televízió,hu,1773,Unkown,English,USA,12/02/2008
46,RTL Klub Televízió,hu,1774,Unkown,English,USA,10/02/2009
46,RTL Klub Televízió,hu,1775,Unkown,English,USA,04/12/2006
46,RTL Klub Televízió,hu,1776,Unkown,English,USA,27/11/2006
46,RTL Klub Televízió,hu,1777,Unkown,English,USA,04/03/2008
46,RTL Klub Televízió,hu,1778,Unkown,English,USA,03/02/2009
46,RTL Klub Televízió,hu,1779,Unkown,English,USA,29/01/2008
46,RTL Klub Televízió,hu,1780,Unkown,English,USA,06/01/2009
46,RTL Klub Televízió,hu,1781,Unkown,English,USA,18/12/2006
137,RTL,de,1783,Color,German,Germany,02/03/2009
130,DIY Network,us,1784,Color,English,USA,10/10/2010
57,Spike TV,us,1851,Color,English,USA,13/09/2013
138,British Sky Broadcasting (BSkyB),gb,1852,Color,English,UK,21/12/2009
138,British Sky Broadcasting (BSkyB),gb,1853,Color,English,UK,21/12/2009
138,British Sky Broadcasting (BSkyB),gb,1857,Black and White,English,UK,30/12/2009
138,British Sky Broadcasting (BSkyB),gb,1858,Unkown,English,UK,25/12/2009
139,Channel 4 Television Corporation,gb,1865,Color,English,UK,20/01/2011
140,G4 Media,us,2006,Color,English,Unkown,01/01/1800
141,"Nashville Network, The (TNN)",us,2016,Color,English,Unkown,01/01/1800
142,LA18 TV,us,2017,Color,Chinese,USA,11/10/2010
57,Spike TV,us,2018,Color,English,USA,02/02/2004
57,Spike TV,us,2019,Color,English,USA,31/05/2004
57,Spike TV,us,2020,Color,English,USA,07/06/2004
57,Spike TV,us,2021,Color,English,USA,13/09/2004
143,ABC Family,us,2025,Color,English,USA,07/07/2009
122,AXN,hu,2025,Color,English,USA,07/07/2009
144,Animax,hu,2025,Color,English,USA,07/07/2009
145,Shout! Factory,us,2025,Color,English,USA,07/07/2009
146,Viva,de,2025,Color,English,USA,07/07/2009
122,AXN,hu,2026,Unkown,English,USA,24/05/2010
145,Shout! Factory,us,2026,Unkown,English,USA,24/05/2010
122,AXN,hu,2027,Unkown,English,USA,17/05/2010
145,Shout! Factory,us,2027,Unkown,English,USA,17/05/2010
122,AXN,hu,2028,Unkown,English,USA,29/03/2010
145,Shout! Factory,us,2028,Unkown,English,USA,29/03/2010
144,Animax,hu,2029,Unkown,English,UK,25/08/2009
144,Animax,hu,2031,Unkown,English,UK,04/08/2009
144,Animax,hu,2030,Unkown,English,UK,28/07/2009
144,Animax,hu,2032,Unkown,English,USA,08/09/2009
122,AXN,hu,2033,Unkown,English,USA,05/04/2010
145,Shout! Factory,us,2033,Unkown,English,USA,05/04/2010
144,Animax,hu,2034,Unkown,English,UK,01/09/2009
122,AXN,hu,2035,Unkown,English,USA,12/04/2010
145,Shout! Factory,us,2035,Unkown,English,USA,12/04/2010
144,Animax,hu,2036,Unkown,English,UK,14/07/2009
122,AXN,hu,2037,Unkown,English,USA,10/05/2010
145,Shout! Factory,us,2037,Unkown,English,USA,10/05/2010
144,Animax,hu,2038,Unkown,English,UK,18/08/2009
122,AXN,hu,2039,Unkown,English,USA,19/04/2010
145,Shout! Factory,us,2039,Unkown,English,USA,19/04/2010
144,Animax,hu,2040,Unkown,English,UK,07/07/2009
122,AXN,hu,2041,Unkown,English,USA,24/05/2010
145,Shout! Factory,us,2041,Unkown,English,USA,24/05/2010
122,AXN,hu,2042,Unkown,English,USA,26/04/2010
145,Shout! Factory,us,2042,Unkown,English,USA,26/04/2010
122,AXN,hu,2043,Unkown,English,USA,05/05/2010
145,Shout! Factory,us,2043,Unkown,English,USA,05/05/2010
144,Animax,hu,2044,Unkown,English,USA,21/07/2009
144,Animax,hu,2045,Unkown,English,UK,11/08/2009
147,Bravo!,us,2046,Color,English,USA,01/07/2012
148,Maverick Television,us,2048,Color,English,UK,13/09/2002
27,British Broadcasting Corporation (BBC),gb,2050,Color,English,UK,05/07/2006
27,British Broadcasting Corporation (BBC),gb,2054,Color,English,UK,05/07/2006
149,History Channel,us,2055,Color,English,USA,27/02/2012
130,DIY Network,us,2068,Color,English,USA,26/09/2006
21,7 Network,au,2075,Color,English,Australia,21/04/2009
150,Viasat3,hu,2079,Color,English,USA,01/12/2004
151,Animal Planet / Discovery,gb,2071,Color,English,UK,29/04/2007
152,ITV Global Entertainment,gb,2071,Color,English,UK,29/04/2007
153,Meridian Broadcasting,gb,2071,Color,English,UK,29/04/2007
64,Televisió de Catalunya (TV3),es,1649,Color,Catalan,Spain,29/09/2008
73,Danmarks Radio (DR),dk,1759,Black and White,Danish,Denmark,19/01/1952
154,YLE TV1,fi,1785,Color,Finnish,Finland,04/06/2007
154,YLE TV1,fi,1796,Color,Finnish,Finland,03/06/2008
154,YLE TV1,fi,1807,Color,Finnish,Finland,06/06/2011
154,YLE TV1,fi,1818,Color,Finnish,Finland,11/06/2009
69,Televisión Española (TVE),es,1832,Color,Spanish,Spain,03/03/2005
155,Greek Television ET-1,gr,1850,Color,Greek,Unkown,01/01/1800
156,New Greek Television (NET),gr,1850,Color,Greek,Unkown,01/01/1800
20,MTV Networks,us,1897,Color,English,USA,01/05/2010
154,YLE TV1,fi,2069,Color,Finnish,Finland,28/12/2009
157,TV3 Danmark,dk,2070,Color,Danish,Unkown,01/01/1800
158,Télévision Suisse-Romande (TSR),ch,2255,Color,French,Switzerland,21/11/2010
159,Metro-Goldwyn-Mayer (MGM),us,2266,Color,English,Unkown,01/01/1800
160,American Broadcasting Company (ABC),us,2281,Color,English,USA,28/09/2003
161,Buena Vista Television,us,2281,Color,English,USA,28/09/2003
162,Chum Television,ca,2281,Color,English,USA,28/09/2003
163,Plus,gb,2281,Color,English,USA,28/09/2003
164,TV2,hu,2281,Color,English,USA,28/09/2003
8,Veronica,nl,2281,Color,English,USA,28/09/2003
160,American Broadcasting Company (ABC),us,2282,Color,English,USA,05/10/2003
127,Kabel 1,de,2282,Color,English,USA,05/10/2003
164,TV2,hu,2282,Color,English,USA,05/10/2003
160,American Broadcasting Company (ABC),us,2283,Color,English,USA,19/10/2003
127,Kabel 1,de,2283,Color,English,USA,19/10/2003
164,TV2,hu,2283,Color,English,USA,19/10/2003
160,American Broadcasting Company (ABC),us,2284,Color,English,USA,26/10/2003
127,Kabel 1,de,2284,Color,English,USA,26/10/2003
164,TV2,hu,2284,Color,English,USA,26/10/2003
160,American Broadcasting Company (ABC),us,2285,Color,English,USA,28/09/2003
127,Kabel 1,de,2285,Color,English,USA,28/09/2003
164,TV2,hu,2285,Color,English,USA,28/09/2003
160,American Broadcasting Company (ABC),us,2286,Color,English,USA,11/01/2004
127,Kabel 1,de,2286,Color,English,USA,11/01/2004
164,TV2,hu,2286,Color,English,USA,11/01/2004
160,American Broadcasting Company (ABC),us,2287,Color,English,USA,23/11/2003
127,Kabel 1,de,2287,Color,English,USA,23/11/2003
164,TV2,hu,2287,Color,English,USA,23/11/2003
160,American Broadcasting Company (ABC),us,2288,Color,English,USA,12/10/2003
127,Kabel 1,de,2288,Color,English,USA,12/10/2003
164,TV2,hu,2288,Color,English,USA,12/10/2003
160,American Broadcasting Company (ABC),us,2289,Color,English,USA,18/01/2004
127,Kabel 1,de,2289,Color,English,USA,18/01/2004
164,TV2,hu,2289,Color,English,USA,18/01/2004
160,American Broadcasting Company (ABC),us,2290,Color,English,USA,09/11/2003
127,Kabel 1,de,2290,Color,English,USA,09/11/2003
164,TV2,hu,2290,Color,English,USA,09/11/2003
160,American Broadcasting Company (ABC),us,2291,Color,English,USA,30/11/2003
127,Kabel 1,de,2291,Color,English,USA,30/11/2003
164,TV2,hu,2291,Color,English,USA,30/11/2003
160,American Broadcasting Company (ABC),us,2292,Color,English,USA,25/01/2004
127,Kabel 1,de,2292,Color,English,USA,25/01/2004
164,TV2,hu,2292,Color,English,USA,25/01/2004
160,American Broadcasting Company (ABC),us,2293,Color,English,USA,21/12/2003
127,Kabel 1,de,2293,Color,English,USA,21/12/2003
164,TV2,hu,2293,Color,English,USA,21/12/2003
160,American Broadcasting Company (ABC),us,2294,Color,English,USA,02/11/2003
127,Kabel 1,de,2294,Color,English,USA,02/11/2003
164,TV2,hu,2294,Color,English,USA,02/11/2003
160,American Broadcasting Company (ABC),us,2295,Color,English,USA,07/12/2003
127,Kabel 1,de,2295,Color,English,USA,07/12/2003
164,TV2,hu,2295,Color,English,USA,07/12/2003
160,American Broadcasting Company (ABC),us,2296,Color,English,USA,01/02/2004
127,Kabel 1,de,2296,Color,English,USA,01/02/2004
164,TV2,hu,2296,Color,English,USA,01/02/2004
133,NHK,jp,2297,Color,Japanese,Japan,31/08/2010
2,YouTube,us,2307,Color,Spanish,Spain,03/10/2011
165,A&E Home Video,us,2382,Color,English,USA,15/01/2001
12,A&E Television Networks,us,2382,Color,English,USA,15/01/2001
147,Bravo!,us,2416,Color,English,USA,13/11/2013
166,ABS-CBN,ph,2417,Color,Filipino,Philippines,09/05/2011
166,ABS-CBN,ph,2418,Unkown,English,Philippines,15/09/2011
166,ABS-CBN,ph,2419,Unkown,English,Philippines,13/10/2011
166,ABS-CBN,ph,2420,Unkown,English,Philippines,17/06/2011
166,ABS-CBN,ph,2421,Unkown,English,Philippines,15/06/2011
166,ABS-CBN,ph,2422,Unkown,English,Philippines,12/07/2011
166,ABS-CBN,ph,2423,Unkown,English,Philippines,22/06/2011
166,ABS-CBN,ph,2425,Unkown,English,Philippines,12/08/2011
166,ABS-CBN,ph,2426,Unkown,English,Philippines,05/10/2011
166,ABS-CBN,ph,2427,Unkown,English,Philippines,28/09/2011
166,ABS-CBN,ph,2428,Unkown,English,Philippines,07/06/2011
166,ABS-CBN,ph,2424,Unkown,English,Philippines,19/05/2011
166,ABS-CBN,ph,2436,Unkown,English,Philippines,01/11/2011
166,ABS-CBN,ph,2437,Unkown,English,Philippines,25/10/2011
166,ABS-CBN,ph,2438,Unkown,English,Philippines,25/08/2011
166,ABS-CBN,ph,2439,Unkown,English,Philippines,09/09/2011
166,ABS-CBN,ph,2440,Unkown,English,Philippines,08/09/2011
166,ABS-CBN,ph,2441,Unkown,English,Philippines,17/11/2011
166,ABS-CBN,ph,2442,Unkown,English,Philippines,25/07/2011
166,ABS-CBN,ph,2443,Unkown,English,Philippines,16/05/2011
166,ABS-CBN,ph,2444,Unkown,English,Philippines,20/07/2011
166,ABS-CBN,ph,2445,Unkown,English,Philippines,19/07/2011
166,ABS-CBN,ph,2446,Unkown,English,Philippines,10/11/2011
166,ABS-CBN,ph,2447,Unkown,English,Philippines,02/08/2011
166,ABS-CBN,ph,2448,Unkown,English,Philippines,22/08/2011
166,ABS-CBN,ph,2449,Unkown,English,Philippines,28/06/2011
166,ABS-CBN,ph,2451,Unkown,English,Philippines,20/05/2011
166,ABS-CBN,ph,2453,Unkown,English,Philippines,07/09/2011
166,ABS-CBN,ph,2454,Unkown,English,Philippines,26/05/2011
166,ABS-CBN,ph,2452,Unkown,English,Philippines,12/05/2011
166,ABS-CBN,ph,2455,Unkown,English,Philippines,26/10/2011
166,ABS-CBN,ph,2456,Unkown,English,Philippines,21/10/2011
166,ABS-CBN,ph,2457,Unkown,English,Philippines,13/06/2011
166,ABS-CBN,ph,2458,Unkown,English,Philippines,24/10/2011
166,ABS-CBN,ph,2459,Unkown,English,Philippines,13/05/2011
166,ABS-CBN,ph,2460,Unkown,English,Philippines,23/05/2011
166,ABS-CBN,ph,2461,Unkown,English,Philippines,18/11/2011
166,ABS-CBN,ph,2462,Unkown,English,Philippines,24/05/2011
166,ABS-CBN,ph,2463,Unkown,English,Philippines,17/08/2011
166,ABS-CBN,ph,2464,Unkown,English,Philippines,14/07/2011
166,ABS-CBN,ph,2465,Unkown,English,Philippines,17/10/2011
166,ABS-CBN,ph,2466,Unkown,English,Philippines,18/07/2011
166,ABS-CBN,ph,2467,Unkown,English,Philippines,16/06/2011
166,ABS-CBN,ph,2468,Unkown,English,Philippines,30/05/2011
166,ABS-CBN,ph,2429,Unkown,English,Philippines,15/08/2011
166,ABS-CBN,ph,2430,Unkown,English,Philippines,02/11/2011
166,ABS-CBN,ph,2431,Unkown,English,Philippines,19/08/2011
166,ABS-CBN,ph,2432,Unkown,English,Philippines,07/07/2011
166,ABS-CBN,ph,2433,Unkown,English,Philippines,27/05/2011
166,ABS-CBN,ph,2434,Unkown,English,Philippines,11/07/2011
166,ABS-CBN,ph,2435,Unkown,English,Philippines,03/11/2011
166,ABS-CBN,ph,2450,Unkown,English,Philippines,11/05/2011
166,ABS-CBN,ph,2469,Unkown,English,Philippines,04/08/2011
166,ABS-CBN,ph,2470,Unkown,English,Philippines,18/05/2011
166,ABS-CBN,ph,2471,Unkown,English,Philippines,10/08/2011
166,ABS-CBN,ph,2472,Unkown,English,Philippines,07/11/2011
166,ABS-CBN,ph,2474,Unkown,English,Philippines,29/08/2011
166,ABS-CBN,ph,2475,Unkown,English,Philippines,18/08/2011
166,ABS-CBN,ph,2476,Unkown,English,Philippines,01/06/2011
166,ABS-CBN,ph,2477,Unkown,English,Philippines,29/09/2011
166,ABS-CBN,ph,2473,Unkown,English,Philippines,27/07/2011
166,ABS-CBN,ph,2478,Unkown,English,Philippines,09/06/2011
166,ABS-CBN,ph,2483,Unkown,English,Philippines,11/10/2011
166,ABS-CBN,ph,2484,Unkown,English,Philippines,04/07/2011
166,ABS-CBN,ph,2479,Unkown,English,Philippines,03/10/2011
166,ABS-CBN,ph,2480,Unkown,English,Philippines,12/09/2011
166,ABS-CBN,ph,2481,Unkown,English,Philippines,28/10/2011
166,ABS-CBN,ph,2482,Unkown,English,Philippines,04/11/2011
166,ABS-CBN,ph,2485,Unkown,English,Philippines,22/09/2011
166,ABS-CBN,ph,2486,Unkown,English,Philippines,20/10/2011
166,ABS-CBN,ph,2487,Unkown,English,Philippines,08/11/2011
166,ABS-CBN,ph,2488,Unkown,English,Philippines,19/10/2011
166,ABS-CBN,ph,2489,Unkown,English,Philippines,01/09/2011
166,ABS-CBN,ph,2490,Unkown,English,Philippines,23/08/2011
166,ABS-CBN,ph,2491,Unkown,English,Philippines,06/09/2011
166,ABS-CBN,ph,2492,Unkown,English,Philippines,02/09/2011
166,ABS-CBN,ph,2493,Unkown,English,Philippines,14/09/2011
166,ABS-CBN,ph,2494,Unkown,English,Philippines,07/10/2011
166,ABS-CBN,ph,2495,Unkown,English,Philippines,10/10/2011
166,ABS-CBN,ph,2496,Unkown,English,Philippines,01/08/2011
166,ABS-CBN,ph,2497,Unkown,English,Philippines,13/09/2011
166,ABS-CBN,ph,2499,Unkown,English,Philippines,14/06/2011
166,ABS-CBN,ph,2498,Unkown,English,Philippines,20/06/2011
166,ABS-CBN,ph,2500,Unkown,English,Philippines,09/05/2011
166,ABS-CBN,ph,2501,Unkown,English,Philippines,16/09/2011
166,ABS-CBN,ph,2502,Unkown,English,Philippines,31/10/2011
166,ABS-CBN,ph,2503,Unkown,English,Philippines,31/08/2011
166,ABS-CBN,ph,2505,Unkown,English,Philippines,11/08/2011
166,ABS-CBN,ph,2506,Unkown,English,Philippines,17/05/2011
166,ABS-CBN,ph,2507,Unkown,English,Philippines,12/10/2011
166,ABS-CBN,ph,2508,Unkown,English,Philippines,16/08/2011
166,ABS-CBN,ph,2504,Unkown,English,Philippines,21/07/2011
166,ABS-CBN,ph,2509,Unkown,English,Philippines,08/08/2011
166,ABS-CBN,ph,2510,Unkown,English,Philippines,30/08/2011
166,ABS-CBN,ph,2511,Unkown,English,Philippines,29/06/2011
166,ABS-CBN,ph,2512,Unkown,English,Philippines,21/06/2011
166,ABS-CBN,ph,2513,Unkown,English,Philippines,05/07/2011
166,ABS-CBN,ph,2514,Unkown,English,Philippines,24/08/2011
166,ABS-CBN,ph,2515,Unkown,English,Philippines,15/11/2011
166,ABS-CBN,ph,2516,Unkown,English,Philippines,23/06/2011
166,ABS-CBN,ph,2517,Unkown,English,Philippines,13/07/2011
166,ABS-CBN,ph,2518,Unkown,English,Philippines,26/07/2011
166,ABS-CBN,ph,2519,Unkown,English,Philippines,09/08/2011
166,ABS-CBN,ph,2520,Unkown,English,Philippines,22/07/2011
166,ABS-CBN,ph,2521,Unkown,English,Philippines,30/06/2011
166,ABS-CBN,ph,2522,Unkown,English,Philippines,14/11/2011
166,ABS-CBN,ph,2525,Unkown,English,Philippines,30/09/2011
166,ABS-CBN,ph,2526,Unkown,English,Philippines,03/08/2011
166,ABS-CBN,ph,2527,Unkown,English,Philippines,16/11/2011
166,ABS-CBN,ph,2528,Unkown,English,Philippines,31/05/2011
166,ABS-CBN,ph,2529,Unkown,English,Philippines,20/09/2011
166,ABS-CBN,ph,2530,Unkown,English,Philippines,18/10/2011
166,ABS-CBN,ph,2531,Unkown,English,Philippines,27/10/2011
166,ABS-CBN,ph,2532,Unkown,English,Philippines,27/06/2011
166,ABS-CBN,ph,2533,Unkown,English,Philippines,29/07/2011
166,ABS-CBN,ph,2534,Unkown,English,Philippines,21/09/2011
166,ABS-CBN,ph,2535,Unkown,English,Philippines,28/07/2011
166,ABS-CBN,ph,2536,Unkown,English,Philippines,03/06/2011
166,ABS-CBN,ph,2537,Unkown,English,Philippines,09/11/2011
166,ABS-CBN,ph,2538,Unkown,English,Philippines,04/10/2011
166,ABS-CBN,ph,2539,Unkown,English,Philippines,25/05/2011
166,ABS-CBN,ph,2540,Unkown,English,Philippines,02/06/2011
166,ABS-CBN,ph,2523,Unkown,English,Philippines,01/07/2011
166,ABS-CBN,ph,2524,Unkown,English,Philippines,08/06/2011
166,ABS-CBN,ph,2541,Unkown,English,Philippines,06/06/2011
166,ABS-CBN,ph,2542,Unkown,English,Philippines,27/09/2011
166,ABS-CBN,ph,2543,Unkown,English,Philippines,10/06/2011
166,ABS-CBN,ph,2544,Unkown,English,Philippines,05/08/2011
166,ABS-CBN,ph,2545,Unkown,English,Philippines,10/05/2011
166,ABS-CBN,ph,2546,Unkown,English,Philippines,23/09/2011
166,ABS-CBN,ph,2547,Unkown,English,Philippines,06/07/2011
166,ABS-CBN,ph,2548,Unkown,English,Philippines,26/08/2011
166,ABS-CBN,ph,2549,Unkown,English,Philippines,05/09/2011
166,ABS-CBN,ph,2550,Unkown,English,Philippines,11/11/2011
166,ABS-CBN,ph,2551,Unkown,English,Philippines,19/09/2011
166,ABS-CBN,ph,2552,Unkown,English,Philippines,14/07/2011
166,ABS-CBN,ph,2553,Unkown,English,Philippines,06/10/2011
166,ABS-CBN,ph,2554,Unkown,English,Philippines,24/06/2011
166,ABS-CBN,ph,2555,Unkown,English,Philippines,08/07/2011
166,ABS-CBN,ph,2556,Unkown,English,Philippines,26/09/2011
166,ABS-CBN,ph,2557,Unkown,English,Philippines,14/10/2011
102,Cuatro,es,2558,Color,English,USA,16/10/1999
167,NHK Kyôiku,jp,2558,Color,English,USA,16/10/1999
168,Nickelodeon Network,us,2558,Color,English,USA,16/10/1999
169,VH1 Television,us,2600,Color,English,USA,13/09/2000
169,VH1 Television,us,2601,Color,English,USA,06/09/2010
170,Discovery Science Channel,us,2614,Color,English,USA,08/12/2004
169,VH1 Television,us,2627,Color,English,USA,30/10/2006
169,VH1 Television,us,2628,Color,English,USA,03/10/2011
171,TV Asahi,jp,2785,Color,Japanese,Japan,28/09/1981
172,TV Guide Network,us,2814,Color,English,USA,02/10/2011
169,VH1 Television,us,2820,Color,English,USA,10/01/2003
173,NHK BS Hi-Vision,jp,2821,Color,Japanese,Japan,05/02/2007
174,NHK Enterprises,jp,2821,Color,Japanese,Japan,05/02/2007
175,NHK BS Premium,jp,2824,Unkown,English,Japan,13/08/2011
27,British Broadcasting Corporation (BBC),gb,2833,Color,English,UK,10/01/1992
176,Playboy Entertainment Group,us,2834,Color,English,USA,10/07/2004
137,RTL,de,2839,Color,German,Germany,03/04/2004
19,National Broadcasting Company (NBC),us,2851,Color,English,Unkown,01/01/1800
117,Game Show Network (GSN),us,2858,Color,English,USA,13/03/2007
177,Wildsound Film Festival,ca,2859,Color,English,Canada,10/03/2011
178,Kanal 5,se,2640,Color,Swedish,Sweden,08/11/2004
179,Televisa,,2800,Color,Spanish,Mexico,04/10/2009
180,France 2 (FR2),fr,2804,Color,French,France,26/09/2002
181,Fuji Television Network,jp,2832,Color,Japanese,Japan,03/07/1995
73,Danmarks Radio (DR),dk,2861,Color,Danish,Denmark,13/09/1997
73,Danmarks Radio (DR),dk,2872,Color,Danish,Denmark,23/03/2003
182,BYU Broadcasting,us,2879,Color,Spanish,USA,11/02/2007
183,Antenna TV,gr,2912,Color,Greek,Greece,13/09/1997
184,Südwestrundfunk (SWR),de,2917,Color,German,Germany,13/10/2002
185,Telecinco,es,2881,Color,Spanish,Spain,25/05/2001
108,Antena 3 Televisión,es,2894,Color,Spanish,Spain,04/05/2002
186,Star Channel,gr,2910,Color,Greek,Greece,13/09/2003
187,France 5,fr,2914,Color,French,France,19/01/1998
188,La Cinquième,fr,2914,Color,French,France,19/01/1998
189,Channel 5 Television,gb,2918,Color,English,Unkown,01/01/1800
190,"Fremantle Corporation, The",ca,2918,Color,English,Unkown,01/01/1800
191,Hessischer Rundfunk (HR),de,2924,Color,German,West Germany,13/09/1975
192,Cool TV,hu,2931,Color,English,USA,14/05/2008
57,Spike TV,us,2931,Color,English,USA,14/05/2008
192,Cool TV,hu,3008,Unkown,English,USA,09/03/2011
57,Spike TV,us,3008,Unkown,English,USA,09/03/2011
192,Cool TV,hu,3032,Unkown,English,USA,29/03/2011
57,Spike TV,us,3032,Unkown,English,USA,29/03/2011
98,Canal 13,ar,2925,Color,Spanish,Argentina,04/05/2002
193,Romantica,hu,2925,Color,Spanish,Argentina,04/05/2002
194,Romantica,pl,2925,Color,Spanish,Argentina,04/05/2002
96,Telefé International,ar,2925,Color,Spanish,Argentina,04/05/2002
195,Viva,il,2925,Color,Spanish,Argentina,04/05/2002
32,Televisie Radio Omroep Stichting (TROS),nl,2930,Unkown,Dutch,Netherlands,10/11/2003
196,Pan Vision,se,3062,Color,Swedish,Sweden,21/10/1980
197,Sveriges Television (SVT),se,3062,Color,Swedish,Sweden,21/10/1980
196,Pan Vision,se,3063,Color,Swedish,Sweden,04/11/1980
197,Sveriges Television (SVT),se,3063,Color,Swedish,Sweden,04/11/1980
196,Pan Vision,se,3064,Color,Swedish,Sweden,25/11/1980
197,Sveriges Television (SVT),se,3064,Color,Swedish,Sweden,25/11/1980
196,Pan Vision,se,3065,Color,Swedish,Sweden,11/11/1980
197,Sveriges Television (SVT),se,3065,Color,Swedish,Sweden,11/11/1980
196,Pan Vision,se,3066,Color,Swedish,Sweden,18/11/1980
197,Sveriges Television (SVT),se,3066,Color,Swedish,Sweden,18/11/1980
196,Pan Vision,se,3067,Color,Swedish,Sweden,21/10/1980
197,Sveriges Television (SVT),se,3067,Color,Swedish,Sweden,21/10/1980
196,Pan Vision,se,3068,Color,Swedish,Sweden,28/10/1980
197,Sveriges Television (SVT),se,3068,Color,Swedish,Sweden,28/10/1980
198,America One Network,us,3069,Color,English,USA,19/01/2009
199,MAV TV,us,3069,Color,English,USA,19/01/2009
200,Televisão Independente (TVI),pt,3189,Color,Portuguese,Portugal,13/09/1995
201,FEM3,hu,3083,Color,Turkish,Turkey,07/11/2006
202,Kanal D,tr,3083,Color,Turkish,Turkey,07/11/2006
203,SuperTV2,hu,3083,Color,Turkish,Turkey,07/11/2006
164,TV2,hu,3083,Color,Turkish,Turkey,07/11/2006
164,TV2,hu,3084,Color,Turkish,Turkey,07/11/2006
164,TV2,hu,3085,Color,Turkish,Turkey,30/01/2007
164,TV2,hu,3086,Color,Turkish,Turkey,06/02/2007
164,TV2,hu,3087,Color,Turkish,Turkey,13/02/2007
164,TV2,hu,3088,Color,Turkish,Turkey,20/02/2007
164,TV2,hu,3089,Color,Turkish,Turkey,27/02/2007
164,TV2,hu,3090,Unkown,Turkish,Turkey,06/03/2007
164,TV2,hu,3091,Unkown,Turkish,Turkey,13/03/2007
164,TV2,hu,3092,Unkown,Turkish,Turkey,20/03/2007
164,TV2,hu,3093,Unkown,Turkish,Turkey,27/03/2007
164,TV2,hu,3094,Unkown,Turkish,Turkey,03/04/2007
164,TV2,hu,3095,Color,Turkish,Turkey,14/11/2006
164,TV2,hu,3096,Unkown,Turkish,Turkey,10/04/2007
164,TV2,hu,3097,Unkown,Turkish,Turkey,17/04/2007
164,TV2,hu,3098,Unkown,Turkish,Turkey,24/04/2007
164,TV2,hu,3099,Unkown,Turkish,Turkey,08/05/2007
164,TV2,hu,3100,Unkown,Turkish,Turkey,15/05/2007
164,TV2,hu,3101,Unkown,Turkish,Turkey,22/05/2007
164,TV2,hu,3102,Color,Turkish,Turkey,29/05/2007
164,TV2,hu,3103,Color,Turkish,Turkey,05/06/2007
164,TV2,hu,3104,Color,Turkish,Turkey,12/06/2007
164,TV2,hu,3105,Color,Turkish,Turkey,19/06/2007
164,TV2,hu,3106,Color,Turkish,Turkey,21/11/2006
164,TV2,hu,3107,Color,Turkish,Turkey,28/11/2006
164,TV2,hu,3108,Color,Turkish,Turkey,12/12/2006
164,TV2,hu,3109,Color,Turkish,Turkey,19/12/2006
164,TV2,hu,3110,Color,Turkish,Turkey,26/12/2006
164,TV2,hu,3111,Color,Turkish,Turkey,16/01/2007
164,TV2,hu,3112,Color,Turkish,Turkey,23/01/2007
164,TV2,hu,3113,Unkown,English,Turkey,13/09/2007
164,TV2,hu,3114,Unkown,English,Turkey,18/09/2007
164,TV2,hu,3115,Unkown,English,Turkey,25/09/2007
164,TV2,hu,3116,Unkown,English,Turkey,03/10/2007
