subject_1,subject_2,<wasBornOnDate>_1,<wasBornOnDate>_2,<hasHeight>,<diedOnDate>_1,<diedOnDate>_2
93,157,32,65,-1,53,69
93,158,38,44,-1,54,33
93,159,9,95,-1,28,8
93,160,42,101,-1,1,2
93,161,54,103,-1,1,2
93,162,43,100,-1,1,2
93,163,34,62,-1,66,72
93,164,43,85,-1,52,31
93,165,56,87,-1,1,2
93,166,20,44,-1,40,44
93,167,22,121,-1,71,48
93,168,77,18,-1,1,2
93,169,37,11,-1,52,14
93,170,17,89,-1,41,55
93,171,92,48,-1,1,2
93,172,52,36,-1,68,56
93,173,75,73,-1,1,2
93,174,82,114,-1,1,2
93,175,26,27,-1,74,38
93,176,63,60,-1,1,2
94,1,38,114,-1,67,18
94,2,36,107,-1,64,63
94,3,69,123,-1,1,2
94,4,70,111,-1,1,2
94,5,6,89,-1,19,18
94,6,101,99,-1,1,2
94,7,46,92,-1,61,40
94,8,36,72,-1,63,20
94,9,16,55,-1,44,66
94,10,68,68,-1,1,2
94,11,54,65,-1,1,2
94,12,67,5,-1,1,2
94,13,23,79,-1,69,47
94,14,40,1,-1,57,57
94,15,52,62,-1,1,2
94,16,64,59,-1,1,2
94,17,23,116,-1,65,67
94,18,69,116,-1,1,2
94,19,30,109,-1,62,38
94,20,29,97,-1,47,37
94,21,51,94,-1,1,2
94,22,60,34,-1,1,2
94,23,20,73,-1,51,45
94,24,34,47,-1,1,2
94,25,67,117,-1,1,2
94,26,87,81,-1,1,2
94,27,61,10,-1,1,2
94,28,117,8,-1,1,2
94,29,32,28,-1,55,50
94,30,87,65,-1,1,2
94,31,45,51,-1,1,2
94,32,60,23,-1,1,2
94,33,30,11,-1,63,69
94,34,64,23,-1,1,2
94,35,71,115,-1,1,2
94,36,74,81,-1,1,2
94,37,70,13,-1,1,2
94,38,22,118,-1,42,27
94,39,73,75,-1,1,2
94,40,55,12,-1,1,2
94,41,23,105,-1,54,49
94,42,79,77,-1,1,2
94,43,54,113,-1,26,66
94,44,57,101,-1,1,2
94,45,77,110,-1,1,2
94,46,85,95,-1,1,2
94,47,108,79,-1,1,2
94,48,106,123,-1,1,2
94,49,82,91,-1,1,2
94,50,32,81,-1,64,3
94,51,39,1,-1,1,2
94,52,84,20,-1,1,2
94,53,119,116,-1,1,2
94,54,98,35,-1,1,2
94,55,58,35,-1,1,2
94,56,78,112,-1,1,2
94,57,26,55,-1,71,72
94,58,26,75,-1,27,2
94,59,52,100,-1,1,2
94,60,77,63,-1,1,2
94,61,64,106,-1,1,2
94,62,33,47,-1,59,50
94,63,45,20,-1,1,2
94,64,83,89,-1,1,2
94,65,67,1,-1,1,2
94,66,120,49,-1,1,2
94,67,38,9,-1,32,70
94,68,32,100,-1,40,7
94,69,100,69,-1,1,2
94,70,94,8,-1,1,2
94,71,120,45,44,1,2
94,72,63,110,-1,1,2
94,73,47,20,-1,1,2
94,74,61,101,-1,60,61
94,75,70,39,-1,1,2
94,76,24,76,-1,31,48
94,77,77,95,-1,1,2
94,78,45,123,-1,1,2
94,79,31,52,-1,16,50
94,80,56,69,-1,1,2
94,81,82,97,-1,1,2
94,82,36,80,-1,53,6
94,83,12,27,-1,41,15
94,84,60,62,-1,1,2
94,85,66,7,-1,1,2
94,86,62,37,-1,1,2
94,87,84,37,-1,1,2
94,88,54,94,-1,73,37
94,89,63,75,-1,1,2
94,90,53,21,-1,1,2
94,91,53,39,-1,67,20
94,92,84,81,-1,1,2
94,93,93,123,-1,1,2
94,94,98,122,-1,1,2
94,95,57,72,-1,1,2
94,96,45,4,-1,47,8
94,97,2,78,-1,13,4
94,98,78,113,-1,1,2
94,99,88,23,-1,1,2
94,100,1,61,-1,2,12
94,101,4,11,-1,14,41
94,102,84,56,-1,1,2
94,103,60,103,34,1,2
94,104,22,74,-1,40,62
94,105,31,57,-1,60,60
94,106,120,79,-1,1,2
94,107,69,76,-1,1,2
94,108,101,47,-1,1,2
94,109,40,15,-1,54,70
94,110,5,23,-1,12,34
94,111,37,114,-1,74,25
94,112,24,114,-1,67,11
94,113,12,48,-1,29,11
94,114,109,54,-1,1,2
94,115,33,36,-1,1,2
94,116,14,43,-1,10,18
94,117,18,82,-1,20,49
94,118,32,63,-1,41,41
94,119,23,35,-1,30,15
94,120,79,73,-1,51,47
94,121,18,82,-1,32,28
94,122,83,81,-1,1,2
94,123,122,18,-1,1,2
94,124,7,17,-1,20,14
94,125,74,76,-1,1,2
94,126,47,79,-1,40,35
94,127,10,103,-1,20,64
94,128,13,25,-1,19,43
94,129,49,121,-1,1,2
94,130,24,105,-1,31,9
94,131,69,76,-1,1,2
94,132,62,45,-1,1,2
94,133,81,78,-1,1,2
94,134,45,101,-1,55,28
94,135,70,5,-1,1,2
94,136,33,7,-1,74,54
94,137,57,117,-1,1,2
94,138,26,121,-1,28,23
94,139,24,73,-1,50,60
94,140,5,26,-1,21,55
94,141,3,52,-1,8,37
94,142,3,93,-1,14,48
94,143,4,18,-1,14,17
94,144,14,116,-1,37,11
94,145,53,115,-1,1,2
94,146,46,35,-1,1,2
94,147,22,27,-1,48,71
94,148,7,48,-1,25,34
94,149,41,78,-1,1,2
94,150,115,22,-1,1,2
94,151,76,67,-1,1,2
94,152,77,116,-1,1,2
94,153,8,23,-1,7,48
94,154,14,19,-1,16,56
94,155,51,107,-1,1,2
94,156,33,14,-1,67,18
94,157,42,83,-1,65,66
94,158,53,35,-1,1,2
94,159,36,90,-1,53,72
94,160,79,73,-1,1,2
94,161,12,23,-1,32,28
94,162,19,44,-1,30,4
94,163,36,74,-1,68,66
94,164,32,62,-1,55,24
94,165,38,48,-1,64,15
94,166,35,94,-1,70,11
94,167,72,33,-1,1,2
94,168,70,92,-1,1,2
94,169,84,21,-1,1,2
94,170,12,47,-1,22,37
94,171,4,86,-1,19,51
94,172,75,40,-1,1,2
94,173,18,78,-1,23,25
94,174,50,26,-1,1,2
94,175,71,117,-1,1,2
94,176,48,36,-1,1,2
95,1,4,60,-1,3,11
95,2,27,75,-1,1,2
95,3,7,109,-1,14,31
95,4,40,88,-1,61,16
95,5,29,100,-1,59,11
95,6,61,26,-1,1,2
95,7,65,21,-1,1,2
95,8,2,66,-1,4,35
95,9,53,36,-1,1,2
95,10,27,37,-1,63,28
95,11,32,12,-1,43,13
95,12,66,103,-1,54,63
95,13,1,89,-1,6,16
95,14,67,45,-1,1,2
95,15,61,104,-1,1,2
95,16,76,48,-1,1,2
95,17,7,85,-1,11,37
95,18,64,79,-1,1,2
95,19,21,116,-1,68,55
95,20,84,72,-1,1,2
95,21,104,56,-1,1,2
95,22,4,69,-1,4,4
95,23,96,3,-1,1,2
95,24,74,25,-1,1,2
95,25,26,52,-1,58,19
95,26,42,34,-1,34,21
95,27,30,121,-1,58,63
95,28,45,95,-1,1,2
95,29,85,18,-1,1,2
95,30,88,101,-1,1,2
95,31,15,7,-1,30,36
95,32,17,35,-1,49,55
95,33,23,80,-1,54,61
95,34,10,45,-1,19,56
95,35,91,111,-1,68,73
95,36,1,121,-1,6,8
95,37,1,44,-1,6,69
95,38,106,70,-1,1,2
95,39,6,74,-1,18,6
95,40,47,46,-1,1,2
95,41,53,76,-1,1,2
95,42,48,9,-1,51,68
95,43,6,81,-1,9,11
95,44,73,121,-1,1,2
95,45,81,9,-1,1,2
95,46,121,25,-1,1,2
95,47,14,19,-1,45,28
95,48,14,112,-1,22,12
95,49,78,104,-1,1,2
95,50,92,48,-1,1,2
95,51,85,21,-1,1,2
95,52,112,121,-1,1,2
95,53,50,118,-1,1,2
95,54,85,97,-1,1,2
95,55,77,13,-1,1,2
95,56,95,64,-1,1,2
95,57,44,72,-1,1,2
95,58,29,73,-1,51,46
95,59,120,32,-1,1,2
95,60,107,45,-1,1,2
95,61,79,113,-1,1,2
95,62,8,80,-1,39,46
95,63,14,25,-1,47,7
95,64,53,11,-1,1,2
95,65,115,51,-1,1,2
95,66,16,122,-1,64,53
95,67,16,95,-1,34,67
95,68,84,67,-1,1,2
95,69,119,3,-1,1,2
95,70,115,69,-1,1,2
95,71,78,60,-1,1,2
95,72,88,35,-1,1,2
95,73,121,88,-1,1,2
95,74,65,97,-1,1,2
95,75,47,39,-1,1,2
95,76,10,26,-1,13,18
95,77,33,14,-1,44,2
95,78,75,42,-1,33,3
95,79,74,40,-1,1,2
95,80,55,94,-1,1,2
95,81,70,36,-1,1,2
95,82,116,26,-1,1,2
95,83,59,35,-1,1,2
95,84,99,121,-1,1,2
95,85,81,34,-1,1,2
95,86,68,50,-1,1,2
95,87,82,81,-1,1,2
95,88,96,64,-1,1,2
95,89,42,18,-1,69,14
95,90,45,119,-1,36,22
95,91,11,40,-1,38,19
95,92,100,115,-1,1,2
95,93,57,72,-1,1,2
95,94,105,93,-1,1,2
95,95,86,40,-1,1,2
95,96,75,78,-1,1,2
95,97,44,15,-1,1,2
95,98,84,18,-1,1,2
95,99,95,79,-1,1,2
95,100,109,95,-1,1,2
95,101,22,101,-1,35,21
95,102,21,4,-1,59,42
95,103,113,90,-1,1,2
95,104,58,51,-1,1,2
95,105,18,20,-1,12,8
95,106,46,105,-1,65,20
95,107,30,17,-1,54,66
95,108,22,63,-1,9,7
95,109,94,52,-1,1,2
95,110,3,27,-1,6,51
95,111,46,63,-1,69,14
95,112,94,92,-1,1,2
95,113,30,100,-1,61,33
95,114,64,30,-1,1,2
95,115,14,122,-1,2,3
95,116,37,112,-1,29,1
95,117,14,19,-1,35,47
95,118,28,123,-1,45,44
95,119,30,94,-1,1,2
95,120,33,46,-1,1,2
95,121,27,92,-1,24,57
95,122,24,95,-1,49,1
95,123,54,53,-1,1,2
95,124,34,84,-1,1,2
95,125,25,85,-1,63,39
95,126,27,111,-1,1,2
95,127,49,112,-1,1,2
95,128,30,59,-1,1,2
95,129,6,54,-1,22,32
95,130,76,23,-1,1,2
95,131,97,40,-1,1,2
95,132,76,62,-1,1,2
95,133,45,65,-1,1,2
95,134,56,63,-1,1,2
95,135,54,18,-1,1,2
95,136,112,116,-1,1,2
95,137,98,14,-1,1,2
95,138,47,24,-1,1,2
95,139,72,53,-1,1,2
95,140,50,115,-1,1,2
95,141,60,27,-1,1,2
95,142,15,55,-1,51,25
95,143,92,118,-1,1,2
95,144,55,97,-1,59,66
95,145,36,72,-1,65,24
95,146,51,117,-1,1,2
95,147,11,117,-1,24,24
95,148,40,76,-1,60,55
95,149,26,98,-1,63,40
95,150,33,83,-1,69,50
95,151,32,1,-1,63,19
95,152,119,99,-1,1,2
95,153,106,69,-1,1,2
95,154,24,122,-1,37,71
95,155,3,90,-1,21,34
95,156,22,123,-1,57,21
95,157,111,81,-1,1,2
95,158,41,40,-1,70,30
95,159,72,93,-1,1,2
95,160,44,9,-1,1,2
95,161,122,39,-1,1,2
95,162,33,70,-1,61,38
95,163,68,59,-1,1,2
95,164,117,118,-1,1,2
95,165,44,45,-1,67,18
95,166,87,43,-1,1,2
95,167,56,78,-1,1,2
95,168,90,55,-1,1,2
95,169,57,27,-1,44,58
95,170,44,18,-1,65,44
95,171,87,35,37,1,2
95,172,27,123,-1,57,62
95,173,46,86,-1,17,36
95,174,53,92,-1,63,22
95,175,61,13,-1,1,2
95,176,31,48,-1,63,42
96,1,36,75,-1,1,2
96,2,26,41,-1,48,72
96,3,76,89,-1,1,2
96,4,40,1,-1,1,2
96,5,88,5,-1,1,2
96,6,40,1,-1,51,47
96,7,46,5,-1,1,2
96,8,32,98,-1,39,44
96,9,58,91,-1,1,2
96,10,41,115,-1,56,16
96,11,34,57,-1,65,37
96,12,11,65,-1,38,2
96,13,39,57,-1,55,14
96,14,41,113,-1,73,32
96,15,18,8,-1,28,49
96,16,25,88,-1,34,30
96,17,23,65,-1,23,23
96,18,57,114,-1,57,58
96,19,68,84,-1,1,2
96,20,18,50,-1,30,39
96,21,33,64,-1,65,65
96,22,44,27,-1,40,38
96,23,20,70,-1,59,15
96,24,48,57,-1,1,2
96,25,18,121,-1,40,3
96,26,60,44,-1,1,2
96,27,80,99,-1,1,2
96,28,34,112,-1,51,73
96,29,84,102,-1,1,2
96,30,33,24,-1,1,2
96,31,63,106,-1,1,2
96,32,25,91,-1,21,61
96,33,54,64,-1,1,2
96,34,39,18,-1,72,12
96,35,74,123,-1,1,2
96,36,92,26,-1,1,2
96,37,32,95,-1,64,18
96,38,21,75,-1,21,28
96,39,63,30,-1,1,2
96,40,46,85,-1,1,2
96,41,24,108,-1,27,23
96,42,88,69,-1,1,2
96,43,66,92,-1,1,2
96,44,46,18,-1,1,2
96,45,111,87,-1,1,2
96,46,65,45,-1,1,2
96,47,68,42,-1,1,2
96,48,29,36,-1,71,8
96,49,46,123,-1,1,2
96,50,37,50,-1,67,36
96,51,9,90,-1,16,22
96,52,31,9,-1,61,60
96,53,79,32,-1,1,2
96,54,38,109,-1,1,2
96,55,59,76,-1,1,2
96,56,70,113,-1,1,2
96,57,28,52,-1,64,63
96,58,26,33,-1,75,32
96,59,81,10,-1,1,2
96,60,53,80,-1,1,2
96,61,22,83,-1,63,22
96,62,63,1,-1,1,2
96,63,67,58,-1,1,2
96,64,53,71,-1,1,2
96,65,9,57,-1,13,57
96,66,74,22,-1,1,2
96,67,78,50,-1,1,2
96,68,51,116,-1,1,2
96,69,34,73,-1,46,45
96,70,24,99,-1,46,72
96,71,81,54,-1,1,2
96,72,59,24,-1,1,2
96,73,44,45,-1,1,2
96,74,57,94,-1,72,22
96,75,79,1,-1,1,2
96,76,68,61,-1,1,2
96,77,34,65,41,57,26
96,78,49,112,-1,1,2
96,79,28,27,-1,29,18
96,80,52,62,-1,19,3
96,81,73,86,-1,1,2
96,82,12,69,-1,12,36
96,83,38,38,-1,1,2
96,84,44,18,-1,73,17
96,85,63,97,-1,1,2
96,86,93,4,-1,1,2
96,87,32,41,-1,1,2
96,88,45,27,-1,61,41
96,89,20,20,-1,22,25
96,90,40,61,-1,1,2
96,91,43,65,-1,1,2
96,92,51,88,-1,1,2
96,93,58,120,-1,1,2
96,94,89,32,-1,1,2
96,95,46,83,-1,1,2
96,96,50,6,-1,1,2
96,97,70,53,-1,1,2
96,98,57,87,-1,1,2
96,99,17,123,-1,21,69
96,100,70,85,-1,1,2
96,101,79,63,-1,1,2
96,102,74,123,-1,1,2
96,103,71,20,-1,1,2
96,104,38,57,-1,69,8
96,105,62,87,-1,1,2
96,106,51,28,-1,1,2
96,107,39,62,-1,62,9
96,108,67,6,-1,1,2
96,109,80,37,-1,1,2
96,110,25,54,-1,45,28
96,111,84,105,-1,1,2
96,112,71,123,-1,1,2
96,113,21,56,-1,42,27
96,114,71,95,-1,1,2
96,115,45,79,-1,1,2
96,116,49,112,-1,1,2
96,117,47,100,-1,1,2
96,118,55,24,-1,1,2
96,119,40,1,-1,56,23
96,120,25,63,-1,1,2
96,121,87,106,-1,1,2
96,122,56,28,-1,1,2
96,123,93,123,-1,1,2
96,124,65,56,-1,1,2
96,125,73,73,-1,1,2
96,126,89,118,-1,1,2
96,127,87,118,-1,1,2
96,128,49,112,-1,1,2
96,129,54,48,-1,1,2
96,130,27,93,-1,60,12
96,131,42,18,-1,1,2
96,132,87,101,-1,1,2
96,133,42,21,-1,67,37
96,134,63,3,-1,1,2
96,135,54,123,-1,1,2
96,136,16,16,-1,28,47
96,137,48,106,-1,74,50
96,138,27,14,-1,15,20
96,139,69,1,-1,1,2
96,140,25,92,-1,51,74
96,141,112,93,-1,1,2
96,142,27,81,-1,74,60
96,143,43,63,-1,22,67
96,144,36,17,-1,1,2
96,145,55,63,-1,1,2
96,146,58,91,-1,1,2
96,147,68,41,-1,1,2
96,148,74,71,-1,1,2
96,149,37,68,-1,52,39
96,150,33,14,-1,1,2
96,151,17,61,-1,15,61
96,152,44,45,-1,1,2
96,153,34,114,39,46,14
96,154,47,43,-1,40,12
96,155,89,20,-1,1,2
96,156,103,45,-1,1,2
96,157,39,90,-1,61,36
96,158,29,111,-1,1,2
96,159,112,78,-1,1,2
96,160,122,80,-1,1,2
96,161,84,18,-1,1,2
96,162,21,38,-1,54,68
96,163,37,3,-1,65,38
96,164,60,20,-1,1,2
96,165,62,114,-1,1,2
96,166,69,55,-1,1,2
96,167,12,68,-1,41,20
96,168,57,23,-1,44,34
96,169,81,23,-1,1,2
96,170,21,32,-1,44,57
96,171,59,81,-1,1,2
96,172,69,117,-1,1,2
96,173,54,3,-1,1,2
96,174,13,8,-1,22,29
96,175,59,22,-1,1,2
96,176,62,48,-1,1,2
97,1,37,59,-1,1,2
97,2,36,33,-1,1,2
97,3,30,38,-1,59,58
97,4,57,72,-1,1,2
97,5,121,33,-1,1,2
97,6,10,97,-1,20,5
97,7,75,15,-1,1,2
97,8,33,8,-1,70,16
97,9,43,10,-1,1,2
97,10,33,50,-1,52,4
97,11,40,71,-1,65,51
97,12,104,86,-1,1,2
97,13,4,32,-1,5,22
97,14,58,7,-1,1,2
97,15,11,14,-1,27,6
97,16,102,119,-1,1,2
97,17,36,44,-1,74,67
97,18,81,106,-1,69,32
97,19,15,16,-1,11,14
97,20,28,109,-1,50,67
97,21,8,74,-1,18,72
97,22,8,81,-1,9,67
97,23,119,115,-1,1,2
97,24,104,42,-1,1,2
97,25,84,18,-1,69,14
97,26,2,103,-1,6,2
97,27,1,60,-1,6,58
97,28,73,18,-1,1,2
97,29,18,82,-1,14,48
97,30,119,92,-1,1,2
97,31,77,88,-1,1,2
97,32,78,100,-1,1,2
97,33,56,69,-1,1,2
97,34,84,6,-1,1,2
97,35,56,30,-1,57,57
97,36,42,29,-1,1,2
97,37,66,101,-1,1,2
97,38,31,113,-1,51,47
97,39,36,41,-1,1,2
97,40,47,36,-1,48,45
97,41,51,28,-1,1,2
97,42,45,59,-1,1,2
97,43,36,36,-1,56,11
97,44,103,120,-1,1,2
97,45,79,36,-1,1,2
97,46,69,115,-1,53,29
97,47,75,48,-1,1,2
97,48,38,109,-1,69,14
97,49,82,60,-1,1,2
97,50,57,16,-1,1,2
97,51,62,82,-1,40,47
97,52,100,6,-1,1,2
97,53,80,68,-1,1,2
97,54,15,9,-1,42,65
97,55,71,85,-1,1,2
97,56,15,101,-1,38,14
97,57,109,51,-1,1,2
97,58,14,67,-1,4,2
97,59,90,21,-1,1,2
97,60,75,89,-1,1,2
97,61,109,78,-1,1,2
97,62,8,30,-1,19,56
97,63,116,34,-1,1,2
97,64,111,7,-1,1,2
97,65,56,100,-1,1,2
97,66,38,25,-1,1,2
97,67,27,29,-1,64,7
97,68,20,49,-1,49,65
97,69,31,118,-1,1,2
97,70,22,25,-1,66,43
97,71,51,54,-1,69,55
97,72,42,94,-1,62,5
97,73,32,96,-1,56,2
97,74,65,104,-1,1,2
97,75,30,95,-1,64,70
97,76,51,17,-1,1,2
97,77,24,24,-1,66,40
97,78,57,72,-1,1,2
97,79,58,122,-1,1,2
97,80,45,23,-1,1,2
97,81,107,37,-1,1,2
97,82,91,62,-1,1,2
97,83,38,39,-1,17,16
97,84,44,104,-1,1,2
97,85,26,66,-1,20,41
97,86,62,87,-1,1,2
97,87,124,14,-1,1,2
97,88,85,24,-1,1,2
97,89,7,18,-1,9,35
97,90,66,36,-1,1,2
97,91,43,100,-1,38,54
97,92,27,62,-1,36,15
97,93,56,10,-1,48,19
97,94,32,17,-1,62,48
97,95,83,36,-1,1,2
97,96,52,47,-1,1,2
97,97,40,1,-1,72,67
97,98,65,19,-1,20,27
97,99,113,115,-1,1,2
97,100,13,59,-1,17,70
97,101,34,42,-1,71,62
97,102,49,77,-1,46,46
97,103,19,78,-1,21,74
97,104,28,101,-1,25,6
97,105,53,93,-1,1,2
97,106,6,105,-1,19,56
97,107,15,60,-1,35,39
97,108,62,81,-1,1,2
97,109,8,62,-1,19,56
97,110,8,12,-1,8,68
97,111,61,123,-1,1,2
97,112,64,10,-1,1,2
97,113,64,70,-1,1,2
97,114,37,100,-1,47,72
97,115,29,104,-1,66,53
97,116,115,106,-1,1,2
97,117,82,106,-1,1,2
97,118,4,7,-1,7,16
97,119,7,115,-1,27,54
97,120,40,85,-1,1,2
97,121,73,73,-1,1,2
97,122,33,29,-1,74,37
97,123,35,57,-1,65,52
97,124,36,122,-1,61,40
97,125,37,13,-1,1,2
97,126,118,97,-1,1,2
97,127,67,6,-1,1,2
97,128,8,53,-1,15,7
97,129,19,55,-1,19,3
97,130,15,14,-1,14,50
97,131,13,110,-1,35,45
97,132,46,71,-1,1,2
97,133,106,106,-1,1,2
97,134,45,88,-1,1,2
97,135,85,97,-1,1,2
97,136,44,121,-1,48,25
97,137,53,95,-1,1,2
97,138,105,114,-1,1,2
97,139,12,63,-1,46,59
97,140,27,51,-1,58,52
97,141,60,11,-1,1,2
97,142,40,101,-1,1,2
97,143,44,26,-1,1,2
97,144,67,92,-1,1,2
97,145,6,87,-1,14,34
97,146,3,11,-1,12,25
97,147,109,70,-1,1,2
97,148,89,57,-1,1,2
97,149,64,70,-1,1,2
97,150,54,22,-1,1,2
97,151,59,25,-1,1,2
97,152,71,50,-1,1,2
97,153,122,55,-1,1,2
97,154,37,109,-1,1,2
97,155,123,37,-1,1,2
97,156,97,11,-1,1,2
97,157,85,97,-1,1,2
97,158,42,1,-1,1,2
97,159,47,38,-1,1,2
97,160,45,60,-1,1,2
97,161,107,103,-1,1,2
97,162,118,1,-1,1,2
97,163,70,34,-1,1,2
97,164,45,41,-1,1,2
97,165,15,59,-1,65,42
97,166,61,43,-1,1,2
97,167,47,120,-1,1,2
97,168,35,123,-1,70,43
97,169,65,22,-1,1,2
97,170,43,104,-1,1,2
97,171,95,78,-1,1,2
97,172,3,76,-1,7,11
97,173,91,106,-1,1,2
97,174,80,16,-1,1,2
97,175,111,85,-1,1,2
97,176,64,70,-1,1,2
98,1,95,100,-1,1,2
98,2,89,42,-1,1,2
98,3,76,110,-1,1,2
98,4,118,43,-1,1,2
98,5,89,107,-1,1,2
98,6,5,15,-1,7,51
98,7,32,80,-1,57,35
98,8,114,113,-1,1,2
98,9,90,116,-1,1,2
98,10,27,24,-1,44,38
98,11,49,11,-1,64,66
98,12,18,93,-1,30,18
98,13,26,61,-1,33,28
98,14,56,95,-1,75,50
98,15,12,9,-1,7,4
98,16,24,55,-1,68,17
98,17,93,83,-1,1,2
98,18,55,35,-1,1,2
98,19,56,17,-1,1,2
98,20,35,80,-1,25,37
98,21,22,15,-1,41,6
98,22,74,36,-1,1,2
98,23,94,19,-1,1,2
98,24,49,24,-1,1,2
98,25,123,54,-1,1,2
98,26,10,24,-1,16,36
98,27,85,16,-1,1,2
98,28,14,7,56,14,23
98,29,68,114,-1,73,55
98,30,65,88,-1,1,2
98,31,116,43,-1,1,2
98,32,20,74,-1,40,65
98,33,19,77,-1,9,52
98,34,40,1,-1,1,2
98,35,28,122,-1,1,2
98,36,52,117,-1,32,67
98,37,14,9,-1,17,63
98,38,106,67,-1,1,2
98,39,118,61,-1,1,2
98,40,35,50,39,47,34
98,41,71,63,-1,1,2
98,42,49,121,-1,49,16
98,43,38,41,-1,1,2
98,44,81,10,-1,1,2
98,45,103,34,-1,1,2
98,46,105,105,-1,1,2
98,47,16,86,-1,46,38
98,48,47,87,-1,1,2
98,49,60,45,-1,1,2
98,50,98,71,-1,1,2
98,51,10,117,-1,9,64
98,52,24,14,-1,69,33
98,53,103,92,-1,1,2
98,54,50,90,-1,55,6
98,55,116,120,-1,1,2
98,56,118,76,-1,1,2
98,57,105,84,-1,1,2
98,58,26,54,-1,1,2
98,59,86,14,-1,1,2
98,60,9,36,-1,22,55
98,61,15,78,-1,46,33
98,62,51,119,-1,50,58
98,63,75,39,-1,1,2
98,64,81,115,-1,1,2
98,65,123,3,-1,1,2
98,66,42,59,-1,1,2
98,67,121,28,-1,1,2
98,68,109,87,-1,1,2
98,69,123,121,-1,1,2
98,70,58,42,-1,70,51
98,71,21,97,-1,65,24
98,72,51,62,-1,1,2
98,73,86,59,-1,1,2
98,74,119,67,-1,1,2
98,75,84,113,-1,1,2
98,76,94,36,-1,1,2
98,77,81,10,-1,1,2
98,78,87,88,-1,1,2
98,79,109,6,-1,1,2
98,80,88,22,-1,1,2
98,81,103,43,-1,1,2
98,82,84,18,-1,1,2
98,83,101,98,-1,21,11
98,84,96,7,-1,1,2
98,85,97,114,-1,1,2
98,86,109,68,-1,1,2
98,87,35,24,-1,1,2
98,88,105,10,-1,1,2
98,89,83,56,-1,1,2
98,90,96,6,-1,1,2
98,91,113,59,-1,1,2
98,92,106,28,-1,1,2
98,93,117,111,-1,1,2
98,94,62,20,-1,1,2
98,95,122,89,-1,1,2
98,96,79,94,-1,1,2
98,97,121,109,-1,1,2
98,98,98,50,31,1,2
98,99,84,10,-1,1,2
98,100,9,48,-1,44,2
98,101,85,32,39,1,2
98,102,117,69,-1,1,2
98,103,119,98,-1,1,2
98,104,16,93,-1,50,62
98,105,99,107,-1,1,2
98,106,112,16,-1,1,2
98,107,87,74,-1,1,2
98,108,100,34,-1,1,2
98,109,65,25,-1,1,2
98,110,103,26,-1,1,2
98,111,102,34,-1,1,2
98,112,90,97,-1,1,2
98,113,108,123,-1,1,2
98,114,32,98,-1,25,11
98,115,99,25,37,1,2
98,116,31,94,-1,71,53
98,117,85,25,-1,1,2
98,118,102,81,-1,1,2
98,119,99,26,-1,1,2
98,120,74,48,-1,1,2
98,121,69,53,-1,1,2
98,122,80,102,-1,1,2
98,123,67,121,-1,1,2
98,124,117,118,-1,1,2
98,125,86,7,-1,1,2
98,126,114,26,-1,1,2
98,127,100,91,-1,1,2
98,128,97,61,-1,1,2
98,129,44,45,-1,1,2
98,130,71,91,-1,1,2
98,131,26,17,-1,62,50
98,132,54,43,-1,1,2
98,133,92,19,-1,1,2
98,134,37,100,-1,65,24
98,135,110,123,-1,1,2
98,136,72,47,-1,1,2
98,137,68,42,-1,1,2
98,138,37,107,-1,40,39
98,139,21,16,-1,49,73
98,140,30,100,-1,57,57
98,141,5,27,-1,18,10
98,142,42,63,-1,29,62
98,143,116,25,-1,1,2
98,144,112,123,-1,1,2
98,145,4,107,-1,4,3
98,146,107,71,-1,1,2
98,147,41,95,49,1,2
98,148,50,63,-1,1,2
98,149,123,93,-1,1,2
98,150,116,24,-1,1,2
98,151,81,108,-1,1,2
98,152,111,62,-1,1,2
98,153,95,26,43,1,2
98,154,3,11,-1,11,38
98,155,26,89,-1,61,70
98,156,46,34,-1,44,30
98,157,16,80,-1,17,49
98,158,106,54,-1,1,2
98,159,90,74,-1,1,2
98,160,65,15,-1,49,70
98,161,102,8,-1,1,2
98,162,44,100,-1,1,2
98,163,64,14,-1,1,2
98,164,42,20,-1,1,2
98,165,57,72,-1,1,2
98,166,25,54,-1,65,24
98,167,79,42,-1,1,2
98,168,52,121,-1,26,57
98,169,120,24,-1,1,2
98,170,109,46,-1,1,2
98,171,79,80,-1,1,2
98,172,29,82,-1,32,61
98,173,49,110,-1,66,28
98,174,60,4,-1,1,2
98,175,34,74,-1,55,18
98,176,94,14,-1,1,2
99,1,58,43,-1,1,2
99,2,69,80,-1,13,40
99,3,67,6,-1,1,2
99,4,92,48,-1,1,2
99,5,31,100,-1,1,2
99,6,12,65,-1,36,52
99,7,67,77,-1,1,2
99,8,74,121,-1,1,2
99,9,12,87,-1,6,64
99,10,77,97,-1,1,2
99,11,85,87,-1,1,2
99,12,16,110,-1,26,1
99,13,73,50,-1,1,2
99,14,25,39,-1,33,1
99,15,3,77,-1,8,60
99,16,65,97,-1,1,2
99,17,21,64,-1,32,25
99,18,10,117,-1,27,34
99,19,42,97,-1,71,29
99,20,9,109,-1,21,24
99,21,33,84,-1,69,37
99,22,22,21,-1,68,52
99,23,104,75,-1,1,2
99,24,34,93,-1,48,23
99,25,75,103,-1,1,2
99,26,39,85,-1,61,17
99,27,102,21,-1,1,2
99,28,108,92,-1,1,2
99,29,106,105,-1,1,2
